"clbid","credits","crsid","departments","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","section","semester","status","term","times","title","type","year"
"112280","1.0","28123","[""ENGL""]","[""EIN""]","","","","[""Karen E. Marsalek""]","300","[""RML 420"", ""RML 420""]","""Drama and Moral Choice""","393","false","","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"112281","0.0","309","[""EDUC""]","","","","""1""","[""Sarah Shippy""]","200","[""TOH 210""]","""Drugs & Alcohol""","231","true","","1","""O""","20171","[""M 0700-0900PM""]","""Drugs and Alcohol""","""Research""","2017"
"112283","1.0","139","[""BIO""]","[""SED""]","139","","","[""Emily Mohl""]","200","[""TOH 280""]","""Ecological Principles""","261","false","","1","""O""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112284","0.0","140","[""BIO""]","","139","","","[""Emily Mohl""]","200","[""RNS 440""]","""Ecological Principles Lab""","261","false","""A""","1","""O""","20171","[""W 0100-0400PM""]","","""Lab""","2017"
"112285","0.0","140","[""BIO""]","","139","","","[""Emily Mohl""]","200","[""RNS 440""]","""Ecological Principles Lab""","261","false","""B""","1","""O""","20171","[""Th 0800-1100""]","","""Lab""","2017"
"112286","0.0","140","[""BIO""]","","139","","","[""Emily Mohl""]","200","[""RNS 440""]","""Ecological Principles Lab""","261","false","""C""","1","""C""","20171","[""Th 0215-0515PM""]","","""Lab""","2017"
"112289","1.0","311","[""EDUC""]","[""HBS""]","","","","[""Robert W. McClure""]","200","[""TOH 210"", ""TOH 210""]","""Educational Psychology""","290","false","","1","""C""","20171","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"112292","0.0","1085","[""PHYS""]","","1084","","","[""Brian Borovsky""]","200","[""RNS 297""]","""Electronic Circuits Lab""","246","false","","1","""O""","20171","[""Th 0215-0445PM""]","","""Lab""","2017"
"112293","1.0","1084","[""PHYS""]","","1084","","","[""Brian Borovsky""]","200","[""RNS 297"", ""RNS 297""]","""Electronics""","246","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112294","1.0","736","[""MATH""]","[""AQR""]","","","","[""Jill Dietz""]","200","[""RNS 297""]","""Elem Linear Algebra""","220","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Elementary Linear Algebra""","""Research""","2017"
"112295","1.0","736","[""MATH""]","[""AQR""]","","","","[""Jill Dietz""]","200","[""RNS 290""]","""Elem Linear Algebra""","220","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","""Elementary Linear Algebra""","""Research""","2017"
"112296","1.0","736","[""MATH""]","[""AQR""]","","","","[""Paul Humke""]","200","[""TOH 184""]","""Elem Linear Algebra""","220","false","""C""","1","""O""","20171","[""MWF 1255-0150PM""]","""Elementary Linear Algebra""","""Research""","2017"
"112297","1.0","736","[""MATH""]","[""AQR""]","","","","[""Paul Humke""]","200","[""TOH 184""]","""Elem Linear Algebra""","220","false","""D""","1","""O""","20171","[""MWF 0200-0255PM""]","""Elementary Linear Algebra""","""Research""","2017"
"112299","1.0","17247","[""EDUC""]","[""MCD""]","","","","[""Jill A. Watson""]","200","[""TOH 214"", ""TOH 214""]","""Educate/Advocate for Eng Lrners""","246","false","","1","""O""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Educating and Advocating for English Learners""","""Research""","2017"
"112300","1.0","780","[""MGMT""]","","","","","[""Sian E. Muir""]","200","[""TBA""]","""Entrepreneurship""","256","false","","1","""O""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112301","1.0","267","[""ECON""]","","","","","[""Seth Binder""]","200","[""TBA"", ""TBA""]","""Environmental Econ""","242","false","","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Environmental Economics""","""Research""","2017"
"112303","1.0","459","[""ENVST""]","[""HBS""]","","","","[""Seth Binder""]","200","[""TBA""]","""Environmental Policy and Regulation""","232","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112306","1.0","979","[""PHIL""]","[""EIN"", ""WRI""]","","","","[""Gordon D. Marino""]","200","[""TBA""]","""Ethics and the Good Life""","252","false","""A""","1","""C""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112307","1.0","979","[""PHIL""]","[""EIN"", ""WRI""]","","","","[""Gordon D. Marino""]","200","[""TBA""]","""Ethics and the Good Life""","252","false","""B""","1","""O""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112310","1.0","573","[""HIST""]","[""HWC""]","","","","[""Kevin Mummey""]","100","[""TBA""]","""Europe from Ancients to Renaissance""","190","false","","1","""C""","20171","[""MWF 1045-1140""]","""Europe from the Ancients to the Renaissance""","""Research""","2017"
"112312","1.0","1066","[""ESTH""]","[""WRI""]","","","","[""Cynthia Book""]","300","[""SAC 103""]","""Exercise Science Seminar""","390","false","","1","""O""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112313","0.25","209","[""CHEM""]","","","","","[""Laura Listenberger""]","300","[""RNS 393""]","""Experimental Biochem""","373","true","","1","""C""","20171","[""T 0120-0520PM""]","""Experimental Biochemistry""","""Research""","2017"
"112314","1.0","1339","[""SPAN""]","[""ALS-L""]","","","","[""Gwendolyn Barnes-Karol""]","200","[""TOH 310"", ""TOH 310""]","""Exploring Hispanic Lit""","275","false","","1","""C""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Exploring Hispanic Literature""","""Research""","2017"
"112315","1.0","29267","[""NURS""]","","","","","[""Susan Huehn""]","300","[""YTT 050A""]","""Family Health""","312","false","","1","""O""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112316","1.0","649","[""FAMST""]","","","","","[""Lisa L. Moore""]","200","[""TBA""]","""Family Relationships""","242","false","","1","""O""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112318","1.0","161","[""BIO""]","[""ORC"", ""WRI""]","161","","","[""Kathleen L. Shea""]","300","[""RNS 426""]","""Field Ecology""","371","false","","1","""C""","20171","[""T 0120-0220PM""]","","""Research""","2017"
"112319","0.0","163","[""BIO""]","","161","","","[""Kathleen L. Shea""]","300","[""RNS 426""]","""Field Ecology Disc""","371","false","","1","""C""","20171","[""Th 0215-0405PM""]","","""Discussion""","2017"
"112320","0.0","162","[""BIO""]","","161","","","[""Kathleen L. Shea""]","300","[""RNS 440""]","""Field Ecology Lab""","371","false","","1","""C""","20171","[""T 0230-0530PM""]","","""Lab""","2017"
"112321","3.0","1369","[""SWRK""]","[""WRI""]","","","","[""Susan E. Smalling""]","300","[""TBA""]","""Field Practicum""","380","false","""A""","1","""O""","20171","[""M 0700-1000PM""]","","""Research""","2017"
"112322","3.0","1369","[""SWRK""]","[""WRI""]","","","","[""Staff""]","300","[""TBA""]","""Field Practicum""","380","false","""B""","1","""O""","20171","[""M 0700-1000PM""]","","""Research""","2017"
"112340","0.25","1015","[""ESAC""]","[""SPM""]","","","","[""Daniel Kosmoski""]","100","[""Tostrud Ctr""]","""Fitness Walking""","136","false","""A""","1","""C""","20171","[""TTh 0935-1030""]","","""Research""","2017"
"112341","0.25","1015","[""ESAC""]","[""SPM""]","","","","[""Daniel Kosmoski""]","100","[""Tostrud Ctr""]","""Fitness Walking""","136","false","""B""","1","""C""","20171","[""MW 0905-1000""]","","""Research""","2017"
"112348","1.0","1317","[""SOAN""]","[""ORC"", ""WRI""]","","","","[""Ryan R. Sheppard""]","300","[""TBA""]","""Found Soc Sci Resrch""","371","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","""Foundations of Social Science Research: Quantitative Methods""","""Research""","2017"
"112349","1.0","1317","[""SOAN""]","[""ORC"", ""WRI""]","","","","[""Ryan R. Sheppard""]","300","[""TBA""]","""Found Soc Sci Resrch""","371","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Foundations of Social Science Research: Quantitative Methods""","""Research""","2017"
"112350","1.0","20055","[""ART""]","[""ALS-A""]","","","","[""Peter B. Nelson""]","100","[""CAD 116""]","""Foundation New Media""","104","false","""B""","1","""C""","20171","[""MWF 1255-0255PM""]","","""Research""","2017"
"112351","1.0","20055","[""ART""]","[""ALS-A""]","","","","[""Peter B. Nelson""]","100","[""CAD 116""]","""Foundation New Media""","104","false","""A""","1","""C""","20171","[""MWF 1045-1245PM""]","","""Research""","2017"
"112352","1.0","20054","[""ART""]","[""ALS-A""]","","","","[""Michon Weeks""]","100","[""CAD 216""]","""Foundation 2-D Media""","102","false","""A""","1","""C""","20171","[""MWF 0800-1000""]","""Foundation Two-Dimensional Media""","""Research""","2017"
"112353","1.0","20054","[""ART""]","[""ALS-A""]","","","","[""John Saurer""]","100","[""CAD 216"", ""CAD 216""]","""Foundation 2-D Media""","102","false","""B""","1","""C""","20171","[""T 0800-1100"", ""Th 0800-1050""]","""Foundation Two-Dimensional Media""","""Research""","2017"
"112354","1.0","20056","[""ART""]","[""ALS-A""]","","","","[""Staff""]","100","[""CAD 106"", ""CAD 106""]","""Foundation 3-D Media""","103","false","","1","""C""","20171","[""T 0800-1100"", ""Th 0800-1050""]","""Foundation Three-Dimensional Media""","""Research""","2017"
"112355","1.0","29258","[""PACON""]","","","","","[""Jason Marsh""]","200","[""OM 140""]","""Foundational Debates""","280","false","""A""","1","""C""","20171","[""MWF 1045-1140""]","""Public Affairs I: Foundational Debates""","""Research""","2017"
"112356","1.0","24363","[""EDUC""]","[""MCD""]","","","","[""Staff""]","200","[""TOH 214""]","""Foundations in Education""","260","false","","1","""O""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112357","1.0","29266","[""NURS""]","","","","","[""Staff""]","300","[""YTT 050A""]","""Foundations of Professional Nursing""","311","false","","1","""O""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112365","1.0","263","[""ECON""]","","","","","[""Bruce Wambheim""]","200","[""TBA"", ""TBA""]","""Game Theory in Economics""","222","false","""A""","1","""C""","20171","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"112366","1.0","263","[""ECON""]","","","","","[""Bruce Wambheim""]","200","[""TBA"", ""TBA""]","""Game Theory in Economics""","222","false","""B""","1","""C""","20171","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"112367","1.0","1330","[""SPAN""]","[""FOL-S"", ""WRI""]","","","","[""Sylvia Carullo""]","200","[""TOH 314"", ""TOH 314""]","""Gateway Spanish-Speaking World""","250","false","""A""","1","""O""","20171","[""T 0935-1100"", ""Th 0930-1050""]","""Gateway to the Spanish-Speaking World""","""Research""","2017"
"112368","1.0","1330","[""SPAN""]","[""FOL-S"", ""WRI""]","","","","[""Kris A. Cropsey""]","200","[""TOH 312"", ""TOH 312""]","""Gateway Spanish-Speaking World""","250","false","""B""","1","""C""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Gateway to the Spanish-Speaking World""","""Research""","2017"
"112370","0.0","188","[""CHEM""]","","187","","","[""Robert Hanson""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""A""","1","""C""","20171","[""M 0200-0500PM""]","","""Lab""","2017"
"112371","0.0","188","[""CHEM""]","","187","","","[""Denis Drolet""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""B""","1","""C""","20171","[""T 0800-1100""]","","""Lab""","2017"
"112373","1.0","187","[""CHEM""]","[""SED""]","187","","","[""Robert Hanson""]","100","[""RNS 390""]","""General Chemistry""","121","false","""A""","1","""C""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112374","1.0","187","[""CHEM""]","[""SED""]","187","","","[""Denis Drolet""]","100","[""RNS 310""]","""General Chemistry""","121","false","""B""","1","""C""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112375","1.0","187","[""CHEM""]","[""SED""]","187","","","[""Jeffrey J. Schwinefus""]","100","[""RNS 310""]","""General Chemistry""","121","false","""C""","1","""C""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112376","1.0","187","[""CHEM""]","[""SED""]","187","","","[""Jeffrey J. Schwinefus""]","100","[""RNS 310""]","""General Chemistry""","121","false","""D""","1","""C""","20171","[""MWF 1255-0150PM""]","","""Research""","2017"
"112377","0.0","188","[""CHEM""]","","187","","","[""Robert Hanson""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""C""","1","""C""","20171","[""T 1145-0245PM""]","","""Lab""","2017"
"112378","0.0","188","[""CHEM""]","","187","","","[""Rodrigo Sanchez-Gonzalez""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""E""","1","""C""","20171","[""W 0200-0500PM""]","","""Lab""","2017"
"112379","0.0","188","[""CHEM""]","","187","","","[""Beth Abdella""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""F""","1","""C""","20171","[""Th 0800-1100""]","","""Lab""","2017"
"112380","0.0","188","[""CHEM""]","","187","","","[""Jeffrey J. Schwinefus""]","100","[""RNS 350""]","""General Chemistry Lab""","121","false","""G""","1","""C""","20171","[""Th 1250-0350PM""]","","""Lab""","2017"
"112381","1.0","1071","[""ENVST""]","[""IST""]","","","","[""Staff""]","100","[""RNS 435""]","""Geophysics""","123","false","","1","""C""","20171","[""MWF 0800-0855""]","""Geophysics: Perspectives on the Dynamic Earth""","""Research""","2017"
"112389","1.0","29268","[""NURS""]","[""ORC""]","","","","[""Sandra Morisette""]","300","[""YTT 050A""]","""Gerontological Nursing""","313","false","","1","""O""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112397","1.0","531","[""GCON""]","","","","","[""Karen Cherewatuk""]","100","[""TBA""]","""Greeks and Hebrews""","113","false","""A""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112398","1.0","531","[""GCON""]","","","","","[""Danny Munoz-Hutchinson""]","100","[""TBA""]","""Greeks and Hebrews""","113","false","""B""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112399","1.0","531","[""GCON""]","","","","","[""Charles Wilson""]","100","[""TBA""]","""Greeks and Hebrews""","113","false","""C""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112400","1.0","531","[""GCON""]","","","","","[""David Booth""]","100","[""OM 110""]","""Greeks and Hebrews""","113","false","""D""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112401","1.0","531","[""GCON""]","","","","","[""Mary E. Trull""]","100","[""OM 140""]","""Greeks and Hebrews""","113","false","""E""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112402","1.0","531","[""GCON""]","","","","","[""Paul Zorn""]","100","[""OM 210""]","""Greeks and Hebrews""","113","false","""F""","1","""C""","20171","[""MWF 1255-0150PM""]","""The Tradition Beginning: The Greeks and the Hebrews""","""Research""","2017"
"112405","1.0","291","[""CSCI""]","","","","","[""Richard Brown""]","200","[""RNS 202"", ""RML 115""]","""Hardware Design""","241","false","","1","""C""","20171","[""MF 1045-1140"", ""W 1045-1140""]","","""Research""","2017"
"112411","1.0","25196","[""REL""]","[""BTS-T"", ""WRI""]","","","","[""Margaret Odell""]","200","[""OM 310""]","""Hebr Proph/Christian Trad""","273","false","","1","""C""","20171","[""MWF 0200-0255PM""]","""Hebrew Prophets in History and Christian Tradition""","""Research""","2017"
"112413","1.0","1337","[""SPAN""]","[""MCD""]","","","","[""Kristina Medina-Vilarino""]","200","[""TOH 310"", ""TOH 310""]","""Heritage/Hispanic US""","273","false","","1","""C""","20171","[""T 0935-1100"", ""Th 0930-1050""]","""Cultural Heritage of the Hispanic U.S.""","""Research""","2017"
"112417","1.0","1391","[""THEAT""]","[""ALS-L"", ""HWC""]","","","","[""Karen Wilson""]","200","[""TB 227""]","""Hist Theater-To 1700""","270","false","","1","""C""","20171","[""MWF 1255-0150PM""]","""History of Theater up to 1700""","""Research""","2017"
"112421","1.0","734","[""MATH""]","[""AQR""]","","","","[""Kosmas Diveris""]","100","[""TOH 186""]","""Honors Calculus II""","128","false","""A""","1","""O""","20171","[""MWF 0800-0855""]","","""Research""","2017"
"112422","1.0","734","[""MATH""]","[""AQR""]","","","","[""Kristina Garrett""]","100","[""RNS 204""]","""Honors Calculus II""","128","false","""B""","1","""O""","20171","[""MWF 0905-1000""]","","""Research""","2017"
"112423","1.0","734","[""MATH""]","[""AQR""]","","","","[""Kristina Garrett""]","100","[""RNS 204""]","""Honors Calculus II""","128","false","""C""","1","""O""","20171","[""MWF 1045-1140""]","","""Research""","2017"
"112426","1.0","1360","[""SWRK""]","","","","","[""Staff""]","200","[""TOH 210""]","""Hum Behav in Soc Env""","246","false","","1","""O""","20171","[""MWF 1255-0150PM""]","""Human Behavior in the Social Environment""","""Research""","2017"
"112427","1.0","26712","[""BIO""]","[""IST"", ""SED""]","26712","","","[""Sarah Amugongo""]","100","[""TOH 280"", ""TOH 280""]","""Human A&P:Cells & Tissues""","143","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Human Anatomy and Physiology: Cells and Tissues""","""Research""","2017"
"112428","1.0","126","[""BIO""]","","126","","","[""Kevin M. Crisp""]","200","[""RNS 410""]","""Human Anatomy & Physiology""","243","false","","1","""C""","20171","[""MWF 1150-1245PM""]","""Human Anatomy and Physiology: Organs and Organ Systems""","""Research""","2017"
"112429","0.0","127","[""BIO""]","","126","","","[""Kevin M. Crisp""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""A""","1","""C""","20171","[""M 0100-0400PM""]","","""Lab""","2017"
"112430","0.0","127","[""BIO""]","","126","","","[""Kevin M. Crisp""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""B""","1","""C""","20171","[""T 0800-1100""]","","""Lab""","2017"
"112431","0.0","127","[""BIO""]","","126","","","[""Kevin M. Crisp""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""C""","1","""C""","20171","[""T 0120-0420PM""]","","""Lab""","2017"
"112432","1.0","102","[""BIO""]","[""IST"", ""SED""]","102","","","[""Kevin B. Potts""]","100","[""RNS 410"", ""RNS 410""]","""Human Biology""","123","false","","1","""O""","20171","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"112433","0.0","103","[""BIO""]","","102","","","[""Kevin B. Potts""]","100","[""RNS 254""]","""Human Biology Lab""","123","false","""B""","1","""C""","20171","[""W 1255-0255PM""]","","""Lab""","2017"
"112434","0.0","103","[""BIO""]","","102","","","[""Kevin B. Potts""]","100","[""RNS 254""]","""Human Biology Lab""","123","false","""C""","1","""C""","20171","[""W 0315-0515PM""]","","""Lab""","2017"
"112435","0.0","103","[""BIO""]","","102","","","[""Kevin B. Potts""]","100","[""RNS 254""]","""Human Biology Lab""","123","false","""A""","1","""O""","20171","[""W 0800-1000""]","","""Lab""","2017"
"112437","0.0","341","[""EDUC""]","","","","","[""Rosemary A. Pfarr-Baker""]","300","","""Human Relations""","382","true","","1","""O""","20171","","","""Research""","2017"
"112438","1.0","16962","[""ASIAN""]","[""EIN"", ""WRI""]","","","","[""Katherine S. Tegtmeyer Pak""]","300","[""TBA"", ""TBA""]","""Human Rights/AsianContext""","397","false","","1","""C""","20171","[""T 0800-0925"", ""Th 0800-0920""]","""Seminar: Human Rights/Asian Context""","""Research""","2017"
"112439","1.0","651","[""FAMST""]","[""ORC""]","","","","[""Lisa L. Moore""]","200","[""TBA""]","""Human Sexuality""","253","false","","1","""C""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112447","0.25","999","[""ESAC""]","[""SPM""]","","","""1""","[""John A. Bazzachini""]","100","[""Tostrud Ctr""]","""In-Line Skating""","108","false","","1","""O""","20171","[""MWF 1150-1245PM""]","","""Research""","2017"
"112448","1.0","1361","[""SWRK""]","[""ORC""]","","","","[""Susan E. Smalling""]","200","[""TBA"", ""TBA""]","""Inclusive Practice: Individ/Family""","254","false","","1","""O""","20171","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Inclusive Practice: Individuals and Families""","""Research""","2017"
"112455","0.5","1012","[""ESAC""]","[""ORC"", ""SPM""]","","","","[""Jennifer M. Holbein""]","100","[""SAC 112""]","""Individual Fitness .50""","133","false","","1","""C""","20171","[""MWF 0905-1000""]","""Individual Fitness""","""Research""","2017"
"112457","0.25","841","[""MUSIC""]","","","","","[""Kent M. McWilliams""]","200","","""Instr Chamber Music""","275","false","","1","""O""","20171","","""Instrumental Chamber Music""","""Research""","2017"
"112459","1.0","18795","[""CHEM"", ""BIO""]","[""IST"", ""SED""]","18795","","","[""Beth Abdella""]","100","[""RNS 290""]","""Integrated Chem/Bio I""","125","false","","1","""C""","20171","[""MWF 0905-1000""]","""Integrated Chem/Bio I: Chemical Concepts with Biological Applications""","""Research""","2017"
"112460","0.0","18796","[""CHEM"", ""BIO""]","","18795","","","[""Beth Abdella""]","100","[""RNS 454""]","""Integrated Chem/Bio I Lab""","125","false","""A""","1","""C""","20171","[""T 0800-1100""]","","""Lab""","2017"
"112461","0.0","18796","[""CHEM"", ""BIO""]","","18795","","","[""Beth Abdella""]","100","[""RNS 454""]","""Integrated Chem/Bio I Lab""","125","false","""B""","1","""C""","20171","[""T 1145-0245PM""]","","""Lab""","2017"
"112462","0.25","1031","[""ESAC""]","[""SPM""]","","","","[""Philip Lundin""]","100","","""Intercol C-Country M""","176","false","","1","""O""","20171","","""Intercollegiate Cross-Country for Men""","""Research""","2017"
"112463","0.25","1032","[""ESAC""]","[""SPM""]","","","","[""Christine Daymont""]","100","","""Intercol C-Country W""","177","false","","1","""O""","20171","","""Intercollegiate Cross-Country for Women""","""Research""","2017"
"112464","0.25","1033","[""ESAC""]","[""SPM""]","","","","[""Cynthia Book""]","100","","""Intercol Football""","178","false","","1","""O""","20171","","""Intercollegiate Football""","""Research""","2017"
"112465","0.25","1034","[""ESAC""]","[""SPM""]","","","","[""Cynthia Book""]","100","","""Intercol Golf Men""","179","false","","1","""O""","20171","","""Intercollegiate Golf for Men""","""Research""","2017"
"112466","0.25","1035","[""ESAC""]","[""SPM""]","","","","[""Cynthia Book""]","100","","""Intercol Golf Women""","180","false","","1","""O""","20171","","""Intercollegiate Golf for Women""","""Research""","2017"
"112467","0.25","1039","[""ESAC""]","[""SPM""]","","","","[""Kurt Anderson""]","100","","""Intercol Soccer Men""","184","false","","1","""O""","20171","","""Intercollegiate Soccer for Men""","""Research""","2017"
"112468","0.25","1040","[""ESAC""]","[""SPM""]","","","","[""Cynthia Book""]","100","","""Intercol Soccer Women""","185","false","","1","""O""","20171","","""Intercollegiate Soccer for Women""","""Research""","2017"
"112469","0.25","1048","[""ESAC""]","[""SPM""]","","","","[""Cynthia Book""]","100","","""Intercol Volleyball""","193","false","","1","""O""","20171","","""Intercollegiate Volleyball""","""Research""","2017"
"112471","1.0","241","[""CHIN""]","[""FOL-C""]","241","","","[""Hsiang-Lin Shih""]","200","[""TOH 153""]","""Intermed Chinese I""","231","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Intermediate Chinese I""","""Research""","2017"
"112472","1.0","241","[""CHIN""]","[""FOL-C""]","241","","","[""Hsiang-Lin Shih""]","200","[""TOH 153""]","""Intermed Chinese I""","231","false","""B""","1","""C""","20171","[""MWF 1045-1140""]","""Intermediate Chinese I""","""Research""","2017"
"112473","0.0","242","[""CHIN""]","","241","","","[""Hsiang-Lin Shih""]","200","[""TOH 175""]","""Intermed Chinese I Lab""","231","false","""A""","1","""O""","20171","[""Th 0800-0920""]","","""Lab""","2017"
"112474","0.0","242","[""CHIN""]","","241","","","[""Hsiang-Lin Shih""]","200","[""TOH 175""]","""Intermed Chinese I Lab""","231","false","""B""","1","""C""","20171","[""Th 0930-1050""]","","""Lab""","2017"
"112475","1.0","21528","[""ENGL""]","[""WRI""]","","","","[""Jeremy Nagamatsu""]","200","[""RML 515""]","""Intermed Fiction Writing""","293","false","","1","""C""","20171","[""MWF 0905-1000""]","""Intermediate Fiction Writing""","""Research""","2017"
"112476","1.0","479","[""FREN""]","","","","","[""Mary Cisar""]","200","[""TOH 310""]","""Intermed French I""","231","false","""A""","1","""O""","20171","[""MWF 0800-0855""]","""Intermediate French I""","""Research""","2017"
"112477","1.0","479","[""FREN""]","","","","","[""Staff""]","200","[""TOH 310""]","""Intermed French I""","231","false","""B""","1","""O""","20171","[""MWF 0905-1000""]","""Intermediate French I""","""Research""","2017"
"112478","1.0","479","[""FREN""]","","","","","[""Staff""]","200","[""TOH 314""]","""Intermed French I""","231","false","""D""","1","""O""","20171","[""MWF 0200-0255PM""]","""Intermediate French I""","""Research""","2017"
"112480","1.0","479","[""FREN""]","","","","","[""Mary Cisar""]","200","[""TOH 314""]","""Intermed French I""","231","false","""C""","1","""O""","20171","[""MWF 1255-0150PM""]","""Intermediate French I""","""Research""","2017"
"112481","1.0","480","[""FREN""]","[""FOL-F"", ""MCG""]","","","","[""Jolene Barjasteh""]","200","[""TOH 316""]","""Intermed French II""","232","false","""A""","1","""O""","20171","[""MWF 1255-0150PM""]","""Intermediate French II""","""Research""","2017"
"112482","1.0","480","[""FREN""]","[""FOL-F"", ""MCG""]","","","","[""Jolene Barjasteh""]","200","[""TOH 316""]","""Intermed French II""","232","false","""B""","1","""O""","20171","[""MWF 0200-0255PM""]","""Intermediate French II""","""Research""","2017"
"112483","1.0","508","[""GERM""]","","","","","[""Staff""]","200","[""TOH 316""]","""Intermed German I""","231","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Intermediate German I""","""Research""","2017"
"112484","1.0","508","[""GERM""]","","","","","[""Staff""]","200","[""TOH 316""]","""Intermed German I""","231","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","""Intermediate German I""","""Research""","2017"
"112486","1.0","662","[""JAPAN""]","[""FOL-J""]","662","","","[""Hiroe Akimoto""]","200","[""TOH 310""]","""Intermed Japanese I""","231","false","""B""","1","""O""","20171","[""MWF 0200-0255PM""]","""Intermediate Japanese I""","""Research""","2017"
"112487","1.0","662","[""JAPAN""]","[""FOL-J""]","662","","","[""Hiroe Akimoto""]","200","[""TOH 310""]","""Intermed Japanese I""","231","false","""A""","1","""C""","20171","[""MWF 1255-0150PM""]","""Intermediate Japanese I""","""Research""","2017"
"112488","0.0","663","[""JAPAN""]","","662","","","[""Hiroe Akimoto""]","200","[""TOH 153""]","""Intermed Japanese I Lab""","231","false","""A""","1","""C""","20171","[""T 1005-1100""]","","""Lab""","2017"
"112490","1.0","926","[""NORW""]","[""FOL-N""]","","","","[""H. Pi\u00f1ero Christine""]","200","[""TOH 110""]","""Intermed Norwegian I""","231","false","""A""","1","""C""","20171","[""MWF 0905-1000""]","""Intermediate Norwegian I""","""Research""","2017"
"112492","1.0","926","[""NORW""]","[""FOL-N""]","","","","[""H. Pi\u00f1ero Christine""]","200","[""TOH 110""]","""Intermed Norwegian I""","231","false","""B""","1","""C""","20171","[""MWF 1150-1245PM""]","""Intermediate Norwegian I""","""Research""","2017"
"112493","1.0","926","[""NORW""]","[""FOL-N""]","","","","[""H. Pi\u00f1ero Christine""]","200","[""TOH 110""]","""Intermed Norwegian I""","231","false","""C""","1","""C""","20171","[""MWF 1255-0150PM""]","""Intermediate Norwegian I""","""Research""","2017"
"112494","1.0","1264","[""RUSSN""]","[""FOL-R""]","1264","","","[""Marc Robinson""]","200","[""TOH 212""]","""Intermed Russian I""","231","false","""A""","1","""O""","20171","[""MWF 0905-1000""]","""Intermediate Russian I""","""Research""","2017"
"112495","1.0","1264","[""RUSSN""]","[""FOL-R""]","1264","","","[""Marc Robinson""]","200","[""TOH 212""]","""Intermed Russian I""","231","false","""B""","1","""O""","20171","[""MWF 1045-1140""]","""Intermediate Russian I""","""Research""","2017"
