"clbid","credits","crsid","departments","description","gereqs","groupid","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"11404","1.0","510","['GERM']","A total immersion experience and capstone course for students completing the language requirement. Integrates listening, speaking, reading, writing and cultural competency. Exploration of city culture, recent history and contemporary aspects of three major German cities: Cologne, Bonn and Berlin. Meetings with German students and professors, museum visits, performances, intensive daily classes and exploration of individually chosen topics. Taught in German. Prerequisite: German 232, B grade or higher in 231, or equivalent. Open to first-year students. Fulfills the language requirement and can be counted toward the German major. GE: FOL-G. Offered every Interim.","","","['Karl Fink']","200","","Lang/Culture Studies","","233","False","Prerequisite: German 232, B grade or higher in 231, or equivalent. Open to first-year students. Fulfills the language requirement and can be counted toward the German major. GE: FOL-G. Offered every Interim.","","2","C","20052","","Language and Culture Studies in Germany","Research","2005"
"11405","1.0","511","['GERM']","Explores Viennas cultural traditions as revealed in museums, theaters, operas, operettas, concerts and the citys architectural masterpieces. Focus on turn-of-the-century Vienna and the shift from the late-19th-century romanticism of the declining Habsburg Empire to an unprecedented modernism in all the arts, including architecture (Loos) and music (Schonberg), as well as psychology (Freud), science (Mach) and philosophy (Wittgenstein). Taught in English. GE: ALS-A, HWC. Offered alternate Interims.","","","['Karen R. Achberger']","200","","Arts in Vienna","","245","False","False","","2","C","20052","","","Research","2005"
"11407","1.0","522","['GERM']","GE: FOL-G.","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11408","1.0","523","['GERM']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11409","1.0","529","['GERM']","GE: FOL-G.","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11410","1.0","530","['GERM']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11411","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Elizabeth C. Galbraith']","100","['SH 001']","Romans & Christians","","115","False","False","A","2","C","20052","['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11412","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Jeanine Grenberg']","100","['SH 002']","Romans & Christians","","115","False","False","B","2","C","20052","['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11413","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Anthony J. Rudd']","100","['SH 003']","Romans & Christians","","115","False","False","C","2","C","20052","['M-F 0100-0300PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11414","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Karen Cherewatuk']","100","['SH 001']","Romans & Christians","","115","False","False","D","2","C","20052","['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11415","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Bryn Geffert']","100","['SH 002']","Romans & Christians","","115","False","False","E","2","C","20052","['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11416","1.0","532","['GCON']","Students explore the Greek and Hebrew legacies in Roman society and in the New Testament, discussing various attempts to find personal fulfillment in political life, in stoicism and epicureanism and in the teachings of Christ and St. Paul. Students read works by Cicero, Horace, Virgil, Epictetus, the writers of the New Testament and study the artistry of Roman sculpture. Offered only in Interim.","","","['Margaret Odell']","100","['SH 003']","Romans & Christians","","115","False","False","F","2","C","20052","['M-F 1040-1240PM']","The Tradition Continuing: The Romans and the Christians","Research","2005"
"11417","1.0","543","['GREEK']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11418","1.0","544","['GREEK']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11419","1.0","550","['GREEK']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11420","1.0","551","['GREEK']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11421","1.0","566","['HIST']","","","","['Todd W. Nichol']","100","['OM 015']","Norwegian/Am Exper","First-Year students only","169","False","False","","2","X","20052","['M-F 1040-1240PM']","","Research","2005"
"11423","1.0","601","['HIST']","","","","['J. L. Carrington']","200","['HH 307']","Wmn/Early Mod Europe","","238","False","False","","2","O","20052","['M-F 0100-0300PM']","","Research","2005"
"11424","1.0","606","['HIST']","This course examines the history of 20th-century Cuba, especially the 1959 revolution and its aftermath. We will study the transformation of Cuban political culture, the obstacles to economic and agrarian reform, education, the role of women, human rights, U.S. policies toward Cuba and the future of Cuba after the breakup of the Soviet Union. The role of charismatic leadership in Latin America and the possibilities for revolutionary changes in the Americas are also examined. Offered periodically during Interim.","","","['Jeane DeLaney']","200","['HH 301']","20th Century Cuba","","243","False","False","","2","O","20052","['M-F 0100-0300PM']","20th-Century Cuba","Research","2005"
"11426","1.0","622","['HIST']","","","","['Steven C. Hahn']","200","['HH 501']","Reel Am/History/Film","","290","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"11427","1.0","624","['HIST']","","","","['Robert Entenmann']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11428","1.0","625","['HIST']","","","","['Christopher L. Chiappari']","200","","IS/Mexican Religions","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11429","1.0","640","['HIST']","","","","['Steven C. Hahn']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11430","1.0","642","['HIST']","","","","['Eric J. Fure-Slocum']","300","","IR/Public Health - Mpls","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11431","1.0","643","['HSPST']","","","","['Sylvia Carullo']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11432","1.0","644","['HSPST']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","","Research","2005"
"11433","1.0","646","['HSPST']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11434","1.0","647","['HSPST']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","","Research","2005"
"11435","1.0","653","['FAMST']","","","","['Jumi Hayaki']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11436","1.0","654","['FAMST']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11437","1.0","656","['FAMST']","","","","['Naurine Lennox']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11438","1.0","657","['FAMST']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","","Research","2005"
"11439","1.0","686","['IS']","","","","['James Farrell']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11440","1.0","687","['IS']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","","Research","2005"
"11441","1.0","691","['IS']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11442","1.0","692","['IS']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","","Research","2005"
"11443","1.0","698","['ID']","Peacebuilding is a growing field that engages international organizations and governments as well as civil society organizations and community activists. This course provides an introduction to the field of peacebuilding and conflict management and an opportunity to apply this knowledge to current events through case studies and practice in conflict management skills. Topics covered include cultures of peace, the role of history and future in conflict, conflict analysis and dynamics, intervention strategies, identity and reconciliation. Offered during Interim.","","","['Eric Cleven']","200","['RML 577', 'RML 577']","Peacebuild/Conflict","","239","False","False","","2","C","20052","['M-F 1040-1240PM', 'TTh 0800-1000']","Peacebuilding and conflict management","Research","2005"
"11444","1.0","703","['ID']","","","","['Helena Pohlandt-McCormick', 'Eric Lund']","200","","Hist/Rel S Africa","","252","False","False","","2","C","20052","","","Research","2005"
"11445","1.0","704","['ID']","Students explore health care at a major metropolitan hospital (Lutheran General Hospital, Park Ridge, Ill.), investigating the variety of services designed to treat patients as whole beings -- including pastoral patient care, day care for preschool and elderly and treatment for substance abuse. Students meet weekly in group seminars in addition to their observations at the hospital and conversations with health care professionals. Prerequisite: apply through instructor before registration. P/N grading only. Offered during Interim.","","","['Wesley Pearson']","200","","Hospital Health Care","","255","True","Prerequisite: apply through instructor before registration. P/N grading only. Offered during Interim.","","2","C","20052","","Hospital Health Care and the Physician","Research","2005"
"11446","1.0","705","['ID']","Students study drama and theater through the reading of dramatic criticism and plays, attendance at approximately 20 performances, group discussions, guest lectures and tours. London, the theatrical center of the English-speaking world, enables students to experience a wide variety of theatrical performances ranging from traditional to modern. Excursions to Stratford-upon-Avon, Oxford and Canterbury offer additional theater perspectives.","","","['Gary C. Gisselman']","200","","Theater in London","","258","False","False","","2","C","20052","","","Research","2005"
"11447","1.0","707","['ID']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11448","1.0","708","['ID']","","","","['J. L. Carrington']","200","","IS/Phil - Hist: Ayn Rand","","298","False","False","","2","O","20052","","","Research","2005"
"11449","1.0","709","['ID']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11450","1.0","710","['ID']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","","Research","2005"
"11451","1.0","716","['LATIN']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11452","1.0","717","['LATIN']","","","","['Anne Groton']","200","","IS/Roman Comedy","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11453","1.0","725","['LATIN']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11454","1.0","726","['LATIN']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11455","1.0","735","['MATH']","Selected topics demonstrate the scope and power of mathematics. Students will work on creative problem-solving, placing mathematical ideas within the context of their historical development and making connections to other disciplines. Intended for students with weak backgrounds in mathematics. Not open to first-year students. Prerequisite: Mathematics Placement Recommendation.","","","['Peder Bolstad']","200","['SC 188', 'SC 188']","Principles of Math","","210","False","Prerequisite: Mathematics Placement Recommendation.","","2","C","20052","['M-F 0830-1000', 'M-F 0100-0200PM']","Principles of Mathematics","Research","2005"
"11456","1.0","742","['MATH']","This course provides students with a transition from calculus and linear algebra to more advanced courses in theoretical mathematics. The unique feature of the off-campus course is that it is taught with a cultural context in Budapest, Hungary. This course not only supplies a bridge from beginning to advanced mathematics, but also allows the participants to encounter one of the important world-wide centers of mathematics. Prerequisite: Mathematics 220. Offered Interim only.","","","['Clifton Corzatt']","200","","Struct of Higher Math","","234","False","Prerequisite: Mathematics 220. Offered Interim only.","","2","C","20052","","The Structure of Higher Mathematics","Research","2005"
"11457","1.0","751","['MATH']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11458","1.0","752","['MATH']","","","","['Clifton Corzatt']","200","","IS/Elem Number Theory","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11459","1.0","758","['MATH']","Properties of axiomatic systems are illustrated with finite geometries and applied in a synthetic examination of Euclid's original postulates, well-known Euclidean theorems and non-Euclidean geometries. Euclidean, similarity and affine transformations are studied analytically. These transformations are generalized to obtain results in projective geometry or used to generate fractals in an exploration of fractal geometry. Dynamic geometry software and hands-on labs are used to explore both the transformations and properties of these geometries. Prerequisite: Mathematics 220 and 244 or 252. Interim only.","","","['Kay E. Smith']","300","['SC 184', 'SC 184']","Geometry","","356","False","Prerequisite: Mathematics 220 and 244 or 252. Interim only.","","2","C","20052","['M-F 1040-1200PM', 'M-F 0100-0300PM']","","Research","2005"
"11460","1.0","765","['MATH']","Students work in groups on significant problems posed by and of current interest to area businesses and government agencies. The student groups decide on promising approaches to their problem and carry out the necessary investigations with minimal faculty involvement. Each group reports the results of its investigations with a paper and an hour long presentation to the sponsoring organization. Prerequisite: Permission of instructor. Interim only.","","","['Paul J. Roback', 'Matthew Richey']","300","['SC 182', 'SC 182']","Mathematics Practicum","Permission of instructor needed.","390","False","Prerequisite: Permission of instructor. Interim only.","","2","C","20052","['M-F 0900-1000', 'M-F 1040-1240PM']","","Research","2005"
"11462","1.0","784","['MGMT']","","","","['Mary Ann Emery']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11463","1.0","785","['MGMT']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","","Research","2005"
"11464","1.0","788","['MGMT']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11465","1.0","789","['MGMT']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Study","Research","2005"
"11466","1.0","795","['MEDIA']","","","","['William Sonnega']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11467","1.0","796","['MEDIA']","","","","['William Sonnega']","200","","IS/Books & Amer Values","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11468","1.0","797","['MEDIA']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11469","1.0","798","['MEDIA']","","","","['William Sonnega']","300","","IR/New Media/Ethics","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11470","1.0","803","['MUSIC']","","","","['Linda Berger']","100","['CHM 222', 'CHM 224', 'RML 477']","The Music Spectrum","","130","False","False","","2","C","20052","['M-F 1040-1130', 'MWF 1140-1240PM', 'TTh 1140-1240PM']","","Research","2005"
"11471","1.0","805","['MUSIC']","","","","['David Carter']","100","['CHM 232', 'CHM 232']","Orchestral Music","","132","False","False","","2","O","20052","['M-F 0900-1000', 'M-F 1040-1140']","","Research","2005"
"11472","1.0","824","['MUSIC']","","","","['Gerald Hoekstra']","200","['CHM 239']","History of Jazz","","231","False","False","","2","C","20052","['M-F 0100-0300PM']","","Research","2005"
"11473","1.0","825","['MUSIC']","","","","['Alice Hanson']","200","['CHM 239', 'CHM 239']","America's Hit Parade","","232","False","False","","2","C","20052","['M-Th 0900-1000', 'M-Th 1040-1200PM']","","Research","2005"
"11474","1.0","846","['MUSIC']","","","","['Kent M. McWilliams']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11475","1.0","847","['MUSIC']","","","","['Martin Hodel']","200","","IS/Trumpet Lit/Ped","","298","False","False","","2","O","20052","","","Research","2005"
"11476","1.0","865","['MUSIC']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11477","1.0","866","['MUSIC']","","","","['Linda Berger']","300","","IR/The Kodaly Method","","398","False","False","","2","O","20052","","","Research","2005"
"11478","1.0","917","['NEURO']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11479","1.0","918","['NEURO']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","","Research","2005"
"11480","1.0","919","['NEURO']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11481","1.0","920","['NEURO']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","","Research","2005"
"11483","1.0","931","['NORW']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11484","1.0","932","['NORW']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11485","1.0","936","['NORW']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11486","1.0","937","['NORW']","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11487","1.0","939","['NURS']","This course explores the sources, chemical composition and metabolic behavior of nutrients. Nutritional requirements for a balanced diet are examined as well as the consequences of excesses and deficiencies. Students use nutrition tools and guidelines to make sound food choices, learn how to read food labels and consider factors affecting food consumption. Class activities increase students' awareness of a healthy diet, help students evaluate nutrition behaviors and facilitate a nutritionally sound lifestyle. Prerequisite: High school biology and chemistry strongly recommended.","","","['Mary Kuehn']","100","['HH 403']","Nutrition & Wellness","","110","False","Prerequisite: High school biology and chemistry strongly recommended.","","2","C","20052","['M-F 1040-1240PM']","Nutrition and Wellness","Research","2005"
"11488","1.0","942","['NURS']","Does not count toward the major.","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11489","1.0","943","['NURS']","Does not count toward the major.","","","['Carol H. Austin']","200","","IS/OB Nursing","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11490","1.0","955","['NURS']","This course explores health and nursing in Norway. Students learn about culture, compare nursing and health care in Norway and the U.S., examine the influence of government and economics, explore settings where health care is provided, analyze the effectiveness of the social welfare system in meeting health needs and identify factors affecting health care in the future. Activities include lectures by Norwegian health professionals, seminars with St. Olaf faculty, readings, journals, short papers, visits to health agencies and cultural field trips. Does not count toward the major. Open to non-majors on a space-available basis. Offered during Interim in alternate years.","","","['Rita Glazebrook']","300","","Health Care in Norway","","371","False","False","","2","C","20052","","","Research","2005"
"11491","1.0","961","['NURS']","Does not count toward the major.","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11492","1.0","963","['NURS']","Does not count toward the major.","","","['Mary Kuehn']","300","","IR/The Nurse Educator","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11493","1.0","966","['PHIL']","Students analyze literary works of different genres as aesthetic treatments of philosophical themes. Poetry, prose and drama explore themes such as the metaphysics and ethics of freedom, the problem of evil and the role of character in choice and action. For example, with Camus students explore such ideas as absurdity, lucidity, rebellion and human solidarity by studying plot, character, point of view, imagery and symbolism.","","","['Edmund Santurri']","100","['RML 515']","Philosophy and Lit","","120","False","False","","2","O","20052","['M-F 1040-1240PM']","Philosophy in Literature","Research","2005"
"11494","1.0","967","['PHIL']","This course introduces philosophical ideas and methods through reading, discussing and writing about basic questions that arise when we reflect on the human condition. What is meant by meaning when one asks whether (a person's) life has meaning? How do our beliefs about human nature, religion and morality affect how we ask or answer the question? How does our mortality affect our living? Classical and contemporary writings -- philosophical and autobiographical -- will be used. Offered only in Interim.","","","['Edward Langerak']","100","['HH 516']","Death/Meaning of Life","","147","False","False","","2","O","20052","['M-F 0100-0300PM']","Death and the Meaning of Life","Research","2005"
"11495","1.0","977","['PHIL']","This course clarifies central concepts and distinctions developed in the literature of moral philosophy and applications of those concepts and distinctions to concrete moral problems that arise in the practice of medicine. Issues include euthanasia, abortion, medical paternalism, allocation of scarce medical resources and conflicts of loyalty in managed care. Readings are drawn from both philosophical and medical discussions.","","","['Karen Gervais']","200","['HH 413']","Biomedical Ethics","","250","False","False","","2","C","20052","['M-F 0800-1000']","","Research","2005"
"11496","1.0","979","['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","","","['Jennifer C. Manion']","200","['OM 026']","Ethics/The Good Life","","252","False","False","","2","C","20052","['M-F 0100-0300PM']","Ethics and the Good Life","Research","2005"
"11497","1.0","985","['PHIL']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11498","1.0","986","['PHIL']","","","","['Charles Taliaferro']","200","","IS/Ethics of a Web Friend","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11499","1.0","992","['PHIL']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","","Research","2005"
"11500","1.0","993","['PHIL']","Prerequisite: one Level III course in philosophy.","","","['Karen Gervais']","300","","IR/Health Care Ethics","","398","False","Prerequisite: one Level III course in philosophy.","","2","O","20052","","Independent Research","Research","2005"
"11501","1.0","1057","['PETH']","","","","['Cynthia Book']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11502","1.0","1058","['PETH']","","","","['Gary Wicks']","200","","IS/Soccer and Culture","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11503","1.0","1067","['PETH']","","","","['Cynthia Book']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11504","1.0","1068","['PETH']","Research","","","['Cynthia Book']","300","","IR/Computer Motion","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11505","1.0","1086","['PHYS']","This course offers an introduction to the physics of sound waves, the biological, physical and psychological origins of sound perception and the synthesis of sounds and sound production in different instruments. Students explore these topics, as well as sound recording and reproduction systems, through lectures, discussions, laboratory experiments and student presentations. Prerequisite: proficiency in algebra and geometry. No musical experience necessary. Interim only.","","","['David Nitz']","200","['SC 170']","Musical Acoustics","","252","False","Prerequisite: proficiency in algebra and geometry. No musical experience necessary. Interim only.","","2","C","20052","['M-F 0830-1000']","","Research","2005"
"11506","1.0","1090","['PHYS']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11507","1.0","1091","['PHYS']","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11508","1.0","1100","['PHYS']","","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11509","1.0","1101","['PHYS']","","","","['David Nitz']","300","","IR/Horn Acoustics","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11510","1.0","1139","['PSCI']","Internships in the major are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs and executive agencies.","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","Internship","Research","2005"
"11511","1.0","1140","['PSCI']","","","","['D Christopher Brooks']","200","","Democracy--Czech Rep","","297","False","False","","2","C","20052","","","Research","2005"
"11512","1.0","1141","['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.","","","['Anthony Lott']","200","","IS/Ecofeminism","","298","False","False","","2","O","20052","","Independent Study","Research","2005"
"11513","1.0","1142","['PSCI']","The department periodically offers special topics courses. The specific title of the course will be listed in the Class and Lab Schedule when it is offered.","","","['Sheryl D. Breen']","200","['HH 302']","Top: Feminist Theory","","299","False","False","","2","C","20052","['M-F 1040-1240PM']","Topics in Political Science","Topic","2005"
"11514","1.0","1151","['PSCI']","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area.","","","['Staff']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11515","1.0","1152","['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","","","['Anthony Lott']","300","","IR/Ecofeminism","","398","False","False","","2","O","20052","","Independent Research","Research","2005"
"11516","1.0","1174","['PSYCH']","","","","['McMillan Donna K.']","200","","Environmental Psych","","255","False","False","","2","C","20052","","","Research","2005"
"11517","1.0","1178","['PSYCH']","","","","['Charles Huff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11518","1.0","1179","['PSYCH']","This opportunity to investigate in-depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for Psychology 398 and at least three courses in the department and permission of the instructor. Prerequisite: Psychology 125; Psychology 231 is strongly recommended. Offered each semester.","","","['Staff']","200","","IS/","","298","False","Prerequisite: Psychology 125; Psychology 231 is strongly recommended. Offered each semester.","","2","O","20052","","Independent Study","Research","2005"
"11519","1.0","1187","['PSYCH']","","","","['Charles Huff']","300","['HH 514', 'HH 514']","Top: Psych/Good & Evil","","391","False","False","","2","C","20052","['M-F 0900-1000', 'M-F 1040-1240PM']","","Topic","2005"
"11520","1.0","1188","['PSYCH']","","","","['Shelly D. Dickinson']","300","","Academic Internship","","394","True","False","","2","O","20052","","Internship","Research","2005"
"11521","1.0","1190","['PSYCH']","Students have the opportunity to work in-depth on a research project of interest under the supervision of a member of the psychology department faculty. Prerequisite: Statistics 110, 212 or 263, Psychology 231, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester.","","","['Staff']","300","","IR/","","398","False","Prerequisite: Statistics 110, 212 or 263, Psychology 231, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester.","","2","O","20052","","Independent Research","Research","2005"
"11522","1.0","1197","['REL']","Students examine traditional Christian doctrines in light of feminist critiques and reformulations. The course focuses especially upon language and images of God, the person of Christ and the work of redemption and understandings of human nature. Students evaluate arguments for and against the compatibility of Christianity and feminism.","","","['Elaine G. Siemsen']","200","['BMC 102']","Intro Feminist Theol","","209","False","False","","2","C","20052","['M-F 1040-1240PM']","Introduction to Feminist Theology","Research","2005"
"11523","1.0","1199","['REL']","Analyzing continuity and change within the Lutheran tradition, students will consider Luther's theology and proposals for the reform of Catholicism and evaluate major reappraisals of Lutheran beliefs and practices which developed in response to new issues and social situations. Topics include Orthodoxy and Pietism, conservative and liberal responses to the Enlightenment, modern European Lutheranism and issues of particular importance to Lutheranism in Scandinavia, America and the Third World.","","","['Gregory A. Walter']","200","['BMC 101']","Lutheran Heritage","","213","False","False","","2","C","20052","['M-F 1040-1240PM']","","Research","2005"
"11524","1.0","1223","['REL']","This course traces the influences of religion in Rome as it was gradually transformed from the capital city of a pagan empire into the administrative center of Catholic Christianity. Students conduct a selective comparison of ancient, medieval, renaissance, baroque and modern religion through visits to historical sites, churches, museums and contemporary cultural events in Rome -- and to other Italian cities which interacted with Rome. Offered in Interim, 2001-02.","","","['William Poehlmann']","200","","Religion/Culture/Rome","","259","False","False","","2","C","20052","","Religion and Culture in Rome","Research","2005"
"11525","1.0","1231","['REL']","This course concentrates on the historical and geographical background of the Bible. Visits to archaeological sites in Galilee, Judea and Jerusalem especially enable students to understand the religious pluralism of ancient Palestine as well as the Jewish roots of Christianity. A secondary emphasis of the course is on the current diversity of worship and piety in Jerusalem. Offered in Interim. Offered in 2002-03.","","","['Jamie A. Schillinger']","200","","Histor Geograph Bible","","275","False","False","","2","C","20052","","Historical Geography and the Bible","Research","2005"
"11526","1.0","1236","['REL']","","","","['Staff']","200","","Academic Internship","","294","True","False","","2","O","20052","","","Research","2005"
"11527","1.0","1237","['REL']","The nature and boundaries of communities, as well as the quality of relationships within communities, are determined by theology as well as by social, political and ethnic factors. Students examine the ways in which the world's religions, particularly Christianity, have interpreted each other's significance and truth claims and considers the ethical implications of these different responses. Prerequisite: a BTS-T course.","","","['Anantanand Rambachan']","200","['BMC 110']","Rel Pluralsm/Communit","","295","False","Prerequisite: a BTS-T course.","","2","C","20052","['M-F 1040-1240PM']","Religious Pluralism and the Nature of Community","Research","2005"
