"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"89546","1.0","1328","['SPAN']","This course provides students with an intensive linguistic and cultural immersion experience in Ecuador. In-class activities focus on development of language skills and cross-cultural awareness. Outside of class, students improve their language proficiency and explore the cultural identity of Ecuador through a three-and-a-half-week home stay with a family in Quito; excursions and activities in and around the city of Quito; and field trips to the indigenous market of Otavalo, the Amazon region, and other areas in rural Ecuador. Completes foreign language requirement. Prerequisite: Spanish 231 with a minimum grade of B- or equivalent preparation. Open to first-year students.","['FOL-S', 'MCG']","","","[""Jonathan P. O'Conner""]","200","","Inter Span II-Ecuador","Open to all students who meet the prerequisites. This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","233","False","Prerequisite: Spanish 231 with a minimum grade of B- or equivalent preparation. Open to first-year students.","","2","C","20132","","Intermediate Spanish II in Ecuador","Research","2013"
"89547","1.0","16991","['INTD']","","","","","['Staff']","200","","Interim Exchange","","200","False","False","","2","O","20132","","","Research","2013"
"89548","1.0","1326","['SPAN']","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered each semester and during Interim.","","","","['Alberto Villate-Isaza']","200","['TOH 316', 'TOH 316']","Intermed Spanish I","Open to all students who meet the prerequisites.","231","False","Prerequisite: Spanish 112 or placement. Offered each semester and during Interim.","","2","C","20132","['M-F 1040-1140', 'M-F 0100-0300PM']","Intermediate Spanish I","Research","2013"
"89549","1.0","1327","['SPAN']","Students explore the diverse histories, circumstances, and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, viewing videos and TV broadcasts. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations, and engaging in interactive group activities. They also review Spanish structures difficult for speakers of English. Prerequisite: Spanish 231 or placement. Offered each semester.","['FOL-S', 'MCD']","","","['Sylvia Carullo']","200","['TOH 308', 'TOH 308']","Intermed Spanish II","Open to all students who meet the prerequisites. This course has class year limits.","232","False","Prerequisite: Spanish 231 or placement. Offered each semester.","","2","C","20132","['M-F 0900-1000', 'M-F 1040-1240PM']","Intermediate Spanish II","Research","2013"
"89550","1.0","385","['ENGL']","This course introduces students to literary analysis through dramatic texts and performances. Activities may include trips to see local productions, student in-class performances, staged readings, and viewing filmed productions. Plays are drawn from varied genres, two or more historical periods, and both traditional and experimental approaches.","['ALS-L', 'ORC']","","","['Jonathan T. Naito']","100","['OM 010']","Intro to Drama","Open only to first-year students and sophomores. This course has class-year limits.","124","False","False","","2","C","20132","['M-F 1040-1240PM']","Introduction to Drama","Research","2013"
"89552","1.0","455","['ENVST']","This interdisciplinary course uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the themes from coverage in the media. Because most environmental problems involve issues beyond the sciences, the class examines the economic, political, and ethical dimensions of environmental questions and environmental decision-making. Offered each semester.","['IST']","","","['Michael Swift']","100","['RNS 190', 'RNS 190']","Intro: Env Studies","Open to Environmental Conversations students only.","137","False","False","","2","C","20132","['M-F 0800-1000', 'M-F 0100-0300PM']","Introduction to Environmental Studies","Research","2013"
"89553","1.0","97","['ASIAN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89554","1.0","252","['CHIN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89555","1.0","285","['ECON']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89556","1.0","307","['CSCI']","Recent projects, usually executed by individuals and coordinated with ongoing undergraduate research projects, include cluster-assisted computer vision for robots, parallel computing in computer science education, neural networks, applications of genetic algorithms to scheduling, computational Bayesian image reconstruction, and design of software to assist choreographers.","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89557","1.0","378","['DANCE']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89558","1.0","496","['FREN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89559","1.0","551","['GREEK']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89561","1.0","657","['FAMST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89562","1.0","710","['ID']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89563","1.0","726","['LATIN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89564","1.0","789","['MGMT']","Independent Study","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89565","1.0","798","['MEDIA']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89566","1.0","937","['NORW']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89567","1.0","963","['NURS']","Does not count toward the major.","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89568","1.0","1068","['ESTH']","Research","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89569","1.0","1152","['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty. Prerequisite: Political Science 220 and one course in the subfield or permission of instructor.","","","","['Staff']","300","","IR/","","398","False","Prerequisite: Political Science 220 and one course in the subfield or permission of instructor.","","2","O","20132","","Independent Research","Research","2013"
"89570","1.0","1190","['PSYCH']","Students have the opportunity to work in depth on a research project of interest under the supervision of a member of the psychology department faculty. Prerequisite: Statistics 110, 212 or 263, Psychology 230, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester. Depending on course topic, may count toward the neuroscience concentration","","","","['Shelly D. Dickinson']","300","","IR/MPD & Spatial Learning","","398","False","Prerequisite: Statistics 110, 212 or 263, Psychology 230, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester. Depending on course topic, may count toward the neuroscience concentration","","2","O","20132","","Independent Research","Research","2013"
"89571","1.0","1355","['SPAN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89572","1.0","1373","['SWRK']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89573","1.0","1414","['STAT']","","","","","['Staff']","300","","IR/","Stat 285 Global Health and Bio Stats not offered 2012-13.","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89575","1.0","15","['AMST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89577","1.0","18615","['AFAM']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89578","1.0","18619","['BMOLS']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89579","1.0","671","['JAPAN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89580","1.0","791","['MEDVL']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"89581","1.0","1285","['RUSST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"89582","1.0","451","['ENGL']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89583","1.0","345","['EDUC']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89584","1.0","642","['HIST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89585","1.0","236","['CLASS']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89586","1.0","530","['GERM']","Independent Research. May be counted toward German major or German studies concentration.","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89587","1.0","692","['IS']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"89588","1.0","993","['PHIL']","Prerequisite: one level III course in philosophy.","","","","['Staff']","300","","IR/","","398","False","Prerequisite: one level III course in philosophy.","","2","O","20132","","Independent Research","Research","2013"
"89589","1.0","866","['MUSIC']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89590","1.0","1101","['PHYS']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89591","1.0","223","['CHEM']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89592","1.0","1280","['RUSSN']","Independent Research is required for all students seeking credit for a senior project.","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89593","1.0","920","['NEURO']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","","Research","2013"
"89594","1.0","75","['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research: Art History","Research","2013"
"89595","1.0","767","['MATH']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89596","1.0","1401","['THEAT']","Prerequisite: at least five previous courses in the department.","","","","['Staff']","300","","IR/","","398","False","Prerequisite: at least five previous courses in the department.","","2","O","20132","","Independent Research","Research","2013"
"89597","1.0","1257","['REL']","","","","","['Jason J. Ripley']","300","","IR/Apocalypse & Dialogue","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89598","1.0","175","['BIO']","Independent research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, a student conceives and performs a research project leading to the writing of a major research paper and a poster presentation. Independent research requires permission of a supervisor, a secondary faculty reader of the paper, and completion of an independent research form available at the Office of the Registrar and Academic Advising or its Web site.","","","","['Lisa M. Bowers']","300","","IR/Caulobacter Genetics","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89599","1.0","1320","['SOAN']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89600","1.0","467","['ENVST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89601","1.0","26174","['WMGST']","","","","","['Staff']","300","","IR/","","398","False","False","","2","O","20132","","Independent Research","Research","2013"
"89602","1.0","767","['MATH']","","","","","['Staff']","300","","IR/","","398","False","False","A","2","O","20132","","Independent Research","Research","2013"
"89603","1.0","75","['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","","","","['Staff']","300","","IR/","","398","False","False","C","2","O","20132","","Independent Research: Art History","Research","2013"
"89604","1.0","307","['CSCI']","Recent projects, usually executed by individuals and coordinated with ongoing undergraduate research projects, include cluster-assisted computer vision for robots, parallel computing in computer science education, neural networks, applications of genetic algorithms to scheduling, computational Bayesian image reconstruction, and design of software to assist choreographers.","","","","['Staff']","300","","IR/","","398","False","False","A","2","O","20132","","Independent Research","Research","2013"
"89605","1.0","75","['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","","","","['John Saurer']","300","","IR/Art Apprenticeship 2","","398","False","False","A","2","C","20132","","Independent Research: Art History","Research","2013"
"89606","1.0","1190","['PSYCH']","Students have the opportunity to work in depth on a research project of interest under the supervision of a member of the psychology department faculty. Prerequisite: Statistics 110, 212 or 263, Psychology 230, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester. Depending on course topic, may count toward the neuroscience concentration","","","","['Shelly D. Dickinson']","300","","IR/Caff and EtOH Reward","","398","False","Prerequisite: Statistics 110, 212 or 263, Psychology 230, four additional courses in the department, and permission of instructor. Psychology 298 is strongly recommended. Offered each semester. Depending on course topic, may count toward the neuroscience concentration","A","2","O","20132","","Independent Research","Research","2013"
"89607","1.0","75","['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","","","","['Staff']","300","","IR/","","398","False","False","B","2","O","20132","","Independent Research: Art History","Research","2013"
"89608","1.0","75","['ART']","Independent Research in studio art prerequisites: four foundation courses and three courses in area of study.\nIndependent Research in art history prerequisites: three courses in area of study.","","","","['Staff']","300","","IR/","","398","False","False","D","2","O","20132","","Independent Research: Art History","Research","2013"
"89609","1.0","1068","['ESTH']","Research","","","","['Staff']","300","","IR/","","398","False","False","A","2","O","20132","","Independent Research","Research","2013"
"89610","1.0","642","['HIST']","","['WRI']","","","['Edward N. Snyder']","300","","IR/19th C. Homosexuality","","398","False","False","A","2","O","20132","","Independent Research","Research","2013"
"89611","1.0","285","['ECON']","","","","","['Staff']","300","","IR/","","398","False","False","A","2","O","20132","","Independent Research","Research","2013"
"89618","1.0","205","['CHEM']","","","","","['Dipannita Kalyani']","200","","IS/Pd-Catalyzed Arylation","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89619","1.0","234","['CLASS']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89620","1.0","249","['CHIN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89621","1.0","277","['ECON']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89622","1.0","300","['CSCI']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89623","1.0","375","['DANCE']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89624","1.0","465","['ENVST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89625","1.0","491","['FREN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89626","1.0","523","['GERM']","Independent Study.","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89627","1.0","544","['GREEK']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89629","1.0","717","['LATIN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89630","1.0","785","['MGMT']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89631","1.0","796","['MEDIA']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89632","1.0","918","['NEURO']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"89633","1.0","932","['NORW']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89634","1.0","1058","['ESTH']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89635","1.0","1091","['PHYS']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89636","1.0","1276","['RUSSN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89637","1.0","1342","['SPAN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89638","1.0","1410","['STAT']","","","","","['Staff']","200","","IS/","Stat 285 Global Health and Bio Stats not offered 2012-13.","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89640","1.0","12","['AMST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89642","1.0","18613","['AFAM']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89643","1.0","18617","['BMOLS']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89644","1.0","669","['JAPAN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89645","1.0","18621","['MEDVL']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"89646","1.0","1283","['RUSST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"89647","1.0","1179","['PSYCH']","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for Psychology 398. Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","","","","['Staff']","200","","IS/","","298","False","Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","","2","O","20132","","Independent Study","Research","2013"
"89648","1.0","69","['ART']","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.\nIndependent Study in art history prerequisites: two upper-division courses in area of study.","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89649","1.0","986","['PHIL']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89650","1.0","847","['MUSIC']","","","","","['Herbert E. Winslow']","200","","IS/French Horn Hist Ped","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89651","1.0","625","['HIST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89652","1.0","1367","['SWRK']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89653","1.0","752","['MATH']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89654","1.0","1395","['THEAT']","Prerequisite: at least three previous courses in department.","","","","['Staff']","200","","IS/","","298","False","Prerequisite: at least three previous courses in department.","","2","O","20132","","Independent Study","Research","2013"
"89655","1.0","94","['ASIAN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89656","1.0","1239","['REL']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89657","1.0","943","['NURS']","Does not count toward the major.","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89658","1.0","654","['FAMST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89659","1.0","1316","['SOAN']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89660","1.0","434","['ENGL']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89661","1.0","687","['IS']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","","Research","2013"
"89662","1.0","708","['ID']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89663","1.0","154","['BIO']","Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Office of the Registrar and Academic Advising or its Web site.","","","","['Jean C. Porterfield']","200","","IS/De Novo Engineered IgG","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89664","1.0","1141","['PSCI']","After completion of three courses in political science, students may approach a member of the department faculty and propose a course of study not currently offered to be conducted in tutorial fashion.","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89665","1.0","314","['EDUC']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89667","1.0","26171","['WMGST']","","","","","['Staff']","200","","IS/","","298","False","False","","2","O","20132","","Independent Study","Research","2013"
"89668","1.0","277","['ECON']","","","","","['Staff']","200","","IS/","","298","False","False","B","2","O","20132","","Independent Study","Research","2013"
"89669","1.0","434","['ENGL']","","","","","['Kaethe Schwehn']","200","","IS/Essays-Family Table","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89671","1.0","94","['ASIAN']","","","","","['Staff']","200","","IS/","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89672","1.0","277","['ECON']","","","","","['Staff']","200","","IS/","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89673","1.0","1058","['ESTH']","","","","","['Cynthia Book']","200","","IS/Analyt Study Sport","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89674","1.0","69","['ART']","Independent Study in studio art prerequisites: four foundation courses and two upper-division courses in area of study.\nIndependent Study in art history prerequisites: two upper-division courses in area of study.","","","","['Jane A. Nelson']","200","","IS/Curatorial Practice","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89675","1.0","943","['NURS']","Does not count toward the major.","","","","['Mary Kuehn']","200","","IS/Nurse Educator Role","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89676","1.0","847","['MUSIC']","","['WRI']","","","['Scott Anderson']","200","","IS/Musician Health Study","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89677","1.0","847","['MUSIC']","","","","","['Catherine Ramirez']","200","","IS/Flute Pedagogy and Lit","","298","False","False","B","2","O","20132","","Independent Study","Research","2013"
"89678","1.0","1179","['PSYCH']","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for Psychology 398. Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","","","","['Staff']","200","","IS/","","298","False","Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","C","2","O","20132","","Independent Study","Research","2013"
"89679","1.0","1179","['PSYCH']","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for Psychology 398. Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","","","","['Staff']","200","","IS/","","298","False","Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","B","2","O","20132","","Independent Study","Research","2013"
"89680","1.0","314","['EDUC']","","","","","['Maria L. Kelly']","200","","IS/Theater Ed in Cyprus","","298","False","False","A","2","O","20132","","Independent Study","Research","2013"
"89681","1.0","434","['ENGL']","","['WRI']","","","['Carol Holly']","200","","IS/Memoir Boom","","298","False","False","B","2","O","20132","","Independent Study","Research","2013"
"89682","1.0","1179","['PSYCH']","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for Psychology 398. Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","","","","['Staff']","200","","IS/","","298","False","Prerequisite: Psychology 125, at least three courses in the department, and permission of instructor. Psychology 230 is strongly recommended. Offered each semester.","A","2","O","20132","","Independent Study","Research","2013"
"89700","1.0","765","['MATH']","Students work in groups on substantial problems posed by, and of current interest to, area businesses and government agencies. The student groups decide on promising approaches to their problem and carry out the necessary investigations with minimal faculty involvement. Each group reports the results of its investigations with a paper and an hour-long presentation to the sponsoring organization. Prerequisite: Permission of instructor. Offered annually during Interim.","['ORC']","","","['Kathryn Ziegler', 'Kristina Garrett']","300","['TOH 182', 'TOH 182', 'TOH 182']","Mathematics Practicum","Registration by permission of instructor only.","390","False","Prerequisite: Permission of instructor. Offered annually during Interim.","","2","C","20132","['M-F 0900-1000', 'M-F 1040-1240PM', 'M-F 0100-0500PM']","","Research","2013"
"89704","1.0","25616","['ENGL']","This course is centered around three 19th-century British novels: Mary Shelley's Frankenstein, R. L. Stevenson's Dr. Jekyll and Mr. Hyde, and Bram Stoker's Dracula. Students explore the influence of these texts on mythical monsters from the 20th to 21st centuries in the form of classic black and white films of the 1930s,as well as more recent fictional and filmic incarnations. What do monsters tell readers about themselves? Assignments include both critical and creative writing. Prerequisite: FYW. Offered occasionally during Interim.","['ALS-L']","","","['Diana Postlethwaite']","200","['RML 515']","Monsters: Myths & Movies","Not open to first-year students. This course has class-year limits.","267","False","Prerequisite: FYW. Offered occasionally during Interim.","","2","C","20132","['M-F 1040-1240PM']","Monster: Myths and Movies from the 19th to 21st Centuries","Research","2013"
"89705","1.0","338","['EDUC']","Students examine the influence of race, class and multiculturalism in American schools by participating as teachers' assistants and tutors in two distinctly different K-12 schools. Students discover the challenges and benefits associated with teaching in a diverse racial, cultural and socio-economic environments. Through guest lectures, readings, field trips and seminars, students learn about the truly unique geographic and cultural setting of the Hawaiian islands. This environment makes an excellent framework to examine diversity on the mainland. Fulfills Education 382: Human Relations requirement. Prerequisite: Education 260 or 330, or permission of instructor. Offered during Interim. Counts towards race and ethnic studies and American studies majors and race and ethnic studies concentration.","['MCD']","","","['Elizabeth A. Leer']","300","","Multi-Cultural Ed Hawaii","This is an off-campus course. Admission by interview. You will find this course listed in Studio Abroad under its course title.","378","True","Prerequisite: Education 260 or 330, or permission of instructor. Offered during Interim. Counts towards race and ethnic studies and American studies majors and race and ethnic studies concentration.","","2","C","20132","","Multicultural Education in Hawaii: Seminar and Practicum","Research","2013"
"89708","1.0","1086","['PHYS']","This course offers an introduction to the physics of sound waves, the biological, physical and psychological origins of sound perception, and the synthesis of sounds and sound production in different instruments. Students explore these topics, as well as sound recording and reproduction systems, through lectures, discussions, laboratory experiments, and student presentations. Prerequisite: proficiency in algebra and geometry. Musical experience is helpful but not required. Offered during Interim.","['IST', 'SED']","1086","","['Brian Borovsky']","200","['RNS 210']","Musical Acoustics","Students in Physics 252 must also register for lab Physics 252 L. Not open to first-year students during web registration.","252","False","Prerequisite: proficiency in algebra and geometry. Musical experience is helpful but not required. Offered during Interim.","","2","C","20132","['M-F 1040-1210PM']","","Research","2013"
"89709","0.0","1087","['PHYS']","","","1086","","['Brian Borovsky']","200","['RNS 292']","Musical Acoustics Lab","","252","False","False","","2","C","20132","['M-F 0100-0330PM']","","Lab","2013"
"89712","1.0","781","['MGMT']","This course teaches students how to develop a business or not-for-profit venture concept into a business plan. Students choose whether to develop a real business plan for a local entrepreneur or pursue an idea of their choice. Students work in teams to identify a market need, design a strategy, and determine feasibility of the proposed venture. Ethical practice permeates these discussions. Weekly assignments develop the necessary speaking skills that prepare students for the final plan presentation. Local entrepreneurs and fellow students critique the final plan and offer suggestions. Offered during Interim.","['ORC']","","","['Sian E. Muir']","200","['HH 307']","New Venture Formulat","Not open to first-year students.","257","False","False","","2","C","20132","['M-F 1040-1240PM']","Entrepreneurship and New Venture Formulation","Research","2013"
"89714","0.0","1322","['INTD']","","","","","['Staff']","100","","No Interim","","100","False","False","","2","O","20132","","","Research","2013"
"89726","1.0","21801","['MATH']","This course introduces the study of patterns and relationships satisfied by natural numbers. Topics include divisibility, modular arithmetic, prime numbers, congruences, primitive roots, and quadratic residues. The course is offered in Budapest, Hungary, a world center for research mathematics. The course includes several hours of Hungarian language instruction and lectures by Hungarian mathematicians and scholars. Prerequisite: Mathematics 220 or permission of instructor. Offered most Interims.","","","","['Bruce Hanson']","200","","Number Theory - Budapest","This is an off-campus course. You will find this course listed in Studio Abroad under its course title.","239","False","Prerequisite: Mathematics 220 or permission of instructor. Offered most Interims.","","2","C","20132","","","Research","2013"
