"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"73498","1.0","1326","[""SPAN""]","21","""16/13""","","","[""Gwendolyn Barnes-Karol""]","""1/3""","200","[""OM 030"", ""OM 030""]","22","""Intermed Spanish I""","231","false","","2","""1/3""","""3/3""","""C""","20102","[""M-F 1040-1140"", ""M-F 0100-0300PM""]","""Intermediate Spanish I""","""Research""","2010"
"73499","1.0","1327","[""SPAN""]","23","""12/13""","[""FOL-S"", ""MCD""]","","[""Ariel Strichartz""]","""4/3""","200","[""OM 011"", ""OM 011""]","22","""Intermed Spanish II""","232","false","","2","""0/3""","""7/3""","""C""","20102","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Intermediate Spanish II""","""Research""","2010"
"73500","1.0","384","[""ENGL""]","30","""12/999""","[""ALS-L"", ""ORC""]","","[""Jenny Dunning""]","""8/999""","100","[""RML 525""]","30","""Intro to Poetry""","123","false","","2","""9/999""","""1/999""","""C""","20102","[""M-F 1040-1240PM""]","""Introduction to Poetry""","""Research""","2010"
"73502","1.0","455","[""ENVST""]","14","""5/999""","[""IST""]","","[""Michael Swift""]","""2/999""","100","[""RNS 124"", ""RNS 124""]","19","""Intro: Env Studies""","137","false","""A""","2","""0/999""","""7/999""","""O""","20102","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Introduction to Environmental Studies""","""Research""","2010"
"73503","1.0","97","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73504","1.0","252","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73505","1.0","285","[""ECON""]","2","""0/999""","","","[""Sian E. Muir""]","""0/999""","300","","999","""IR/Enterpreneurship in NZ""","398","false","","2","""2/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73506","1.0","307","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73507","1.0","378","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73508","1.0","496","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73509","1.0","551","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73510","1.0","647","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73511","1.0","657","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73512","1.0","710","[""ID""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73513","1.0","726","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73514","1.0","789","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73515","1.0","798","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73516","1.0","937","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73517","1.0","963","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73518","1.0","1068","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73519","1.0","1152","[""PSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73520","1.0","1190","[""PSYCH""]","1","""0/999""","[""WRI""]","","[""Grace E. Cho""]","""0/999""","300","","999","""IR/Emotion Socialization""","398","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73521","1.0","1355","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73522","1.0","1373","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73523","1.0","1414","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73524","1.0","1480","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73525","1.0","1489","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73526","1.0","15","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73527","1.0","475","[""IDFA""]","","","","","[""Staff""]","","300","","","""IR/""","398","false","","2","","","""O""","20102","","","""Research""","2010"
"73528","1.0","18615","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73529","1.0","18619","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73530","1.0","671","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73531","1.0","791","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73532","1.0","1285","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73533","1.0","451","[""ENGL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73534","1.0","345","[""EDUC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73535","1.0","642","[""HIST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73536","1.0","236","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73537","1.0","530","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73538","1.0","692","[""IS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73539","1.0","993","[""PHIL""]","1","""0/999""","[""WRI""]","","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Soc. Reality/Language""","398","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73540","1.0","866","[""MUSIC""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73541","1.0","1101","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73542","1.0","223","[""CHEM""]","1","""0/999""","","","[""Peter J. Gittins""]","""1/999""","300","","999","""IR/Dendrimer Synthesis""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73543","1.0","1280","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73544","1.0","920","[""NEURO""]","1","""0/999""","","","[""Kevin M. Crisp""]","""0/999""","300","","999","""IR/Quant Behavior Analys""","398","false","","2","""1/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73545","1.0","75","[""ART""]","1","""0/999""","","","[""Matthew Rohn""]","""0/999""","300","","999","""IR/Modernism in Brasilia""","398","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Research: Art History""","""Research""","2010"
"73546","1.0","75","[""ART""]","5","""0/999""","","","[""John Saurer""]","""0/999""","300","","999","""IR/Art Apprenticeship II""","398","false","""A""","2","""5/999""","""0/999""","""C""","20102","","""Independent Research: Art History""","""Research""","2010"
"73547","1.0","767","[""MATH""]","2","""0/999""","","","[""Adam C. McDougall""]","""2/999""","300","","999","""IR/Prob Number Theory""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73550","1.0","1401","[""THEAT""]","1","""0/999""","[""WRI""]","","[""Gary C. Gisselman""]","""1/999""","300","","999","""IR/Dramaturgy""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73551","1.0","1257","[""REL""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73552","1.0","175","[""BIO""]","1","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","300","","999","""IR/Silica Levels in Soil""","398","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73553","1.0","1320","[""SOAN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73554","1.0","467","[""ENVST""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Research""","""Research""","2010"
"73560","1.0","205","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73561","1.0","234","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73562","1.0","249","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73563","1.0","277","[""ECON""]","1","""0/999""","","","[""Anthony Becker""]","""0/999""","200","","999","""IS/Sports Economics""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73564","1.0","300","[""CSCI""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73565","1.0","375","[""DANCE""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73566","1.0","465","[""ENVST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73567","1.0","491","[""FREN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73568","1.0","523","[""GERM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73569","1.0","544","[""GREEK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73570","1.0","644","[""HSPST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73571","1.0","717","[""LATIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73572","1.0","785","[""MGMT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73573","1.0","796","[""MEDIA""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73574","1.0","918","[""NEURO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73575","1.0","932","[""NORW""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73576","1.0","1058","[""ESTH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73577","1.0","1091","[""PHYS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73578","1.0","1276","[""RUSSN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73579","1.0","1342","[""SPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73580","1.0","1410","[""STAT""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73581","1.0","1478","[""WMNST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73582","1.0","1487","[""ARMS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73583","1.0","12","[""AMST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73584","1.0","472","[""IDFA""]","","","","","[""Staff""]","","200","","","""IS/""","298","false","","2","","","""O""","20102","","","""Research""","2010"
"73585","1.0","18613","[""AFAM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73586","1.0","18617","[""BMOLS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73587","1.0","669","[""JAPAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73588","1.0","18621","[""MEDVL""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73589","1.0","1283","[""RUSST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73590","1.0","1179","[""PSYCH""]","1","""0/999""","[""WRI""]","","[""Jeremy Loebach""]","""1/999""","200","","999","""IS/Music and Emotion""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73591","1.0","69","[""ART""]","1","""0/999""","","","[""Kathryne Fisher""]","""0/999""","200","","999","""IS/Pouring Vessels""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73592","1.0","986","[""PHIL""]","1","""0/999""","","","[""Charles Taliaferro""]","""1/999""","200","","999","""IS/Place and Meaning""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73593","1.0","847","[""MUSIC""]","1","""0/999""","[""WRI""]","","[""David R. Castro""]","""0/999""","200","","999","""IS/Shostakovich/Sonata""","298","false","""A""","2","""1/999""","""0/999""","""C""","20102","","""Independent Study""","""Research""","2010"
"73594","1.0","625","[""HIST""]","1","""0/999""","","","[""Eric J. Fure-Slocum""]","""0/999""","200","","999","""IS/US Labor Hist. to 1940""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73595","1.0","1367","[""SWRK""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73596","1.0","752","[""MATH""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73597","1.0","1395","[""THEAT""]","1","""0/999""","","","[""Gary C. Gisselman""]","""0/999""","200","","999","""IS/Improv Theatre""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73598","1.0","94","[""ASIAN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73599","1.0","1239","[""REL""]","1","""0/999""","","","[""Jamie A. Schillinger""]","""1/999""","200","","999","""IS/Am/Cath Interfaith Dia""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73600","1.0","943","[""NURS""]","3","""0/999""","","","[""Mary Kuehn""]","""0/999""","200","","999","""IS/Nurse Educator Role""","298","false","""A""","2","""3/999""","""0/999""","""C""","20102","","""Independent Study""","""Research""","2010"
"73601","1.0","654","[""FAMST""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73603","1.0","1316","[""SOAN""]","1","""0/999""","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Race/Wealth Inequality""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73604","1.0","434","[""ENGL""]","1","""0/999""","","","[""Kaethe Schwehn""]","""1/999""","200","[""RNS 124""]","999","""IS/Writing Popular Sci""","298","false","","2","""0/999""","""0/999""","""C""","20102","[""M-F 1040-1240PM""]","""Independent Study""","""Research""","2010"
"73605","1.0","847","[""MUSIC""]","1","""0/999""","","","[""Martin Hodel""]","""0/999""","200","","999","""IS/Trumpet Pedagogy""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73606","1.0","687","[""IS""]","0","""0/999""","[""WRI""]","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73607","1.0","708","[""ID""]","0","""0/999""","[""WRI""]","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73608","1.0","154","[""BIO""]","1","""0/999""","[""WRI""]","","[""John Giannini""]","""0/999""","200","","999","""IS/Deer Migration""","298","false","","2","""1/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73611","1.0","1141","[""PSCI""]","1","""0/999""","","","[""Douglas J. Casson""]","""1/999""","200","","999","""IS/Philosophy of Law""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73613","1.0","314","[""EDUC""]","1","""0/999""","[""WRI""]","","[""Eric McDonald""]","""1/999""","200","","999","""IS/Science Gap/H.S.-Coll""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73615","1.0","943","[""NURS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","20102","","""Independent Study""","""Research""","2010"
"73624","1.0","80","[""ASIAN""]","15","""6/999""","[""MCG""]","","[""Tomoko Hoogenboom""]","""1/999""","100","[""OM 001"", ""RML 577""]","24","""Japanese Lang/Society""","126","false","","2","""2/999""","""6/999""","""O""","20102","[""M-Th 1040-1200PM"", ""M-Th 0100-0200PM""]","""Japanese Language in Society""","""Research""","2010"
"73631","1.0","48","[""ART""]","16","""0/999""","","","[""Margaret Ojala""]","""8/999""","200","","18","""Manhattan Art Interim""","246","false","","2","""6/999""","""2/999""","""C""","20102","","""Manhattan Interim in New York City""","""Research""","2010"
"73632","1.0","765","[""MATH""]","15","""0/0""","[""ORC""]","","[""Kathryn Ziegler"", ""Matthew Richey""]","""2/999""","300","[""RNS 410"", ""RNS 410"", ""RNS 410""]","15","""Mathematics Practicum""","390","false","","2","""13/999""","""0/999""","""C""","20102","[""M-F 0900-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0500PM""]","","""Research""","2010"
"73637","1.0","338","[""EDUC""]","22","""0/0""","[""MCD""]","","[""Heather Campbell""]","""9/999""","300","","26","""Multi-Cult Ed Hawaii""","378","true","","2","""2/999""","""11/999""","""C""","20102","","""Multicultural Education in Hawaii: Seminar and Practicum""","""Research""","2010"
"73638","1.0","1086","[""PHYS""]","28","""0/0""","[""IST"", ""SED""]","1086","[""David Nitz""]","""5/999""","200","[""RNS 210""]","30","""Musical Acoustics""","252","false","","2","""6/999""","""17/999""","""C""","20102","[""M-F 0830-1000""]","","""Research""","2010"
"73639","0.0","1087","[""PHYS""]","28","""0/0""","","1086","[""David Nitz""]","""5/999""","200","[""RNS 292""]","30","""Musical Acoustics Lab""","252","false","","2","""6/999""","""17/999""","""C""","20102","[""M-F 0100-0330PM""]","","""Lab""","2010"
"73641","1.0","781","[""MGMT""]","33","""0/0""","[""ORC""]","","[""Sian E. Muir""]","""17/999""","200","[""HH 403""]","30","""New Venture Formulat""","257","false","","2","""9/999""","""7/999""","""C""","20102","[""M-F 1040-1240PM""]","""Entrepreneurship and New Venture Formulation""","""Research""","2010"
"73642","0.0","1322","[""INTD""]","0","""0/999""","","","[""Staff""]","""0/999""","100","","999","""No Interim""","100","false","","2","""0/999""","""0/999""","""O""","20102","","","""Research""","2010"
"73652","1.0","21801","[""MATH""]","23","""0/999""","","","[""Bruce Hanson""]","""6/999""","200","","24","""Number Theory - Budapest""","239","false","","2","""1/999""","""16/999""","""C""","20102","","","""Research""","2010"
"73653","1.0","939","[""NURS""]","31","""22/999""","[""IST""]","","[""Rita Glazebrook""]","""0/999""","100","[""HH 501""]","30","""Nutrition & Wellness""","110","false","""A""","2","""1/999""","""8/999""","""C""","20102","[""M-F 1040-1240PM""]","""Nutrition and Wellness""","""Research""","2010"
"73656","1.0","198","[""CHEM""]","23","""0/0""","[""WRI""]","","[""Gary Miessler""]","""11/999""","200","[""RNS 435""]","20","""Organometallic Chem""","252","false","","2","""3/999""","""9/999""","""C""","20102","[""M-F 0100-0300PM""]","""Organometallic Chemistry""","""Research""","2010"
"73657","1.0","771","[""MGMT""]","34","""0/0""","","","[""Mary Ann Emery""]","""10/999""","200","[""HH 413"", ""HH 413"", ""HH 413""]","30","""Personal Finance""","231","false","","2","""24/999""","""0/999""","""C""","20102","[""MWF 0900-1000"", ""MWF 1040-1140"", ""MWF 0115-0230PM""]","","""Research""","2010"
"73658","1.0","148","[""BIO""]","18","""0/999""","","","[""Theodore Johnson""]","""10/999""","200","","16","""Peruvian Medical Exp""","284","false","","2","""8/999""","""0/999""","""C""","20102","","""Peruvian Medical Experience""","""Research""","2010"
"73659","1.0","966","[""PHIL""]","19","""17/999""","[""ALS-L"", ""WRI""]","","[""Vicki L. Harper""]","""1/0""","100","[""HH 514""]","19","""Philosophy in Lit""","120","false","","2","""0/0""","""1/999""","""C""","20102","[""M-F 0100-0300PM""]","""Philosophy in Literature""","""Research""","2010"
"73661","1.0","19831","[""PSCI""]","23","""0/999""","[""HBS"", ""MCG""]","","[""J. Patrick Dale""]","""8/999""","200","","25","""Polit Identity Cent Euro""","240","false","","2","""7/999""","""8/999""","""C""","20102","","""Changing Political Identities in Coastal Central Europe""","""Research""","2010"
"73664","1.0","1387","[""THEAT""]","39","""14/999""","","","[""Dona W. Freeman""]","""10/999""","200","[""TB Haugen"", ""TB Haugen"", ""TB Haugen""]","30","""Prod Theater: Advanced""","234","true","","2","""5/999""","""10/999""","""C""","20102","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Producing Theater: Advanced""","""Research""","2010"
"73668","1.0","20060","[""REL""]","38","""0/0""","[""BTS-T""]","","[""Gregory A. Walter""]","""29/999""","200","[""RML 515""]","35","""Quest of Ring/Grail/Cross""","238","false","","2","""6/999""","""3/999""","""C""","20102","[""M-F 0800-1000""]","""Quest of the Ring, the Grail, and the Cross""","""Research""","2010"
"73669","1.0","565","[""HIST""]","16","""16/999""","[""HWC""]","","[""Todd W. Nichol""]","""0/0""","100","[""HH 322""]","19","""Rolvaag's America""","168","false","","2","""0/0""","""0/0""","""O""","20102","[""M-F 1040-1240PM""]","""R\u00f8lvaag's America""","""Research""","2010"
"73670","1.0","22448","[""SWRK""]","14","""3/999""","[""MCD""]","","[""Laura E. McKibbin""]","""3/3""","100","[""RML 420"", ""RML 420""]","22","""Racism/Sexism/Am Fam Life""","125","false","","2","""1/0""","""7/999""","""O""","20102","[""MWF 1040-1240PM"", ""MW 0100-0300PM""]","""Racism and Sexism in American Family Life""","""Research""","2010"
"73673","1.0","19436","[""ID""]","4","""0/999""","","","[""Kevin M. Crisp""]","""3/999""","300","[""RNS 226"", ""RNS 226"", ""RNS 226""]","8","""Research: Mayo Scholars""","396","false","","2","""1/999""","""0/999""","""O""","20102","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Directed Undergraduate Research: \""Topic Description\""""","""Research""","2010"
