"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"50208","1.0","573","['HIST']","This course surveys Western history and culture from its origins in the Ancient Near East to the Italian Renaissance. Topics include the ancient world, the beginnings of Christianity, the emergence and disintegration of Rome as a unifying power, the Middle Ages and the Renaissance. Through original texts and historical studies, students will explore relationships among religions, states, and societies and views of natural environments, family life, and gender roles. Offered most years.","","","","","['J. L. Carrington']","100","['HH 317']","Eur/Anc/Renaissance","","190","False","False","","1","C","20061","['MWF 1045-1140']","Europe from the Ancients to the Renaissance","Research","2006"
"50209","1.0","1066","['PETH']","The prerequisite for this class is the completion of the requirements in the exercise science major. Students may be co-registered for the capstrone course and their final core course inthe major. Presentations by the faculty of the Department of Physical Education and other experts will build upon material presented in the introductory and core courses and introduce students to advanced topics in exercise science. Students conduct semester-long research on a topic and present their findings in the form of a research paper or portfolio.","","","","","['Cynthia Book']","300","['SAC 103']","Exercise Sci Seminar","","390","False","False","","1","O","20061","['MWF 0905-1000']","Exercise Science Seminar","Research","2006"
"50210","0.25","209","['CHEM']","This lab course is highly recommended to enhance the basic biochemistry course and as preparation for further study of biochemistry and related fields. The course introduces students to the process and techniques of biochemistry. Experiments include purification of a protein enzyme and characterization of enzyme activities, kinetics and properties. The course aims to provide continuity in experimentation that is investigative in nature. Significant emphasis is placed upon the development of scientific writing skills. Prerequisite: previous or concurrent registration in Chemistry 379. P/N only. Offered both semesters.","","","","","['Gregory W. Muth']","300","['SC 344']","Experimental Biochem","","373","True","Prerequisite: previous or concurrent registration in Chemistry 379. P/N only. Offered both semesters.","","1","C","20061","['T 1150-0350PM']","Experimental Biochemistry","Research","2006"
"50212","1.0","1339","['SPAN']","Introduces students to literary terminology and to principles of literary analysis across genres, including poetry, short stories, theater, and novel, by examining literary works in their socio-historical context. In different semesters, the focus may be literature of the Mexican Revolution, urban and rural life, or other topics chosen by the instructor. Taught in Spanish. Prerequisite: Spanish 250.","","","","","['Juliet A. Lynd']","200","['OM 021', 'OM 021']","Exploring Hispanic Lit","","275","False","Prerequisite: Spanish 250.","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Exploring Hispanic Literature","Research","2006"
"50213","1.0","76","['ASIAN']","This seminar introduces students to East Asian cultures through the familiar institution of family. In contemporary novels, autobiographies and short stories, students read about the struggles between traditional ideals and modern pressures as East Asians strive to define themselves within families. The course also develops students' writing skills to prepare them for the rest of their college coursework.","","","","","['Barbara Reed']","100","['OM 011', 'OM 011']","Family & Self/E Asia","","111","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Asian Conversations: Family and Self in East Asia","Research","2006"
"50215","1.0","1133","['PSCI']","Students examine ethical issues related to family life in the United States. Topics include the nature and purpose of the family; a history of family structures and values; the family as a school of justice; and the relationship between the family and the state. Students explore a variety of theological and philosophical traditions, on such issues as marriage and divorce, contraception and abortion, parenting practices, and public policy.","","","","","['Jo M. Beld']","200","['HH 307', 'HH 307']","Family Values","","270","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50216","1.0","161","['BIO']","This course focuses on learning modern field and laboratory methods to test ecological hypotheses. Students work on group and individual projects to collect and analyze data and give oral and written presentations on projects. Class periods focus on discussion of primary literature and project results. Class trips include visits to local natural areas. Students attend lectures plus one 4-hour laboratory per week. Taught annually. GE: ORC. Prerequisites: Biology 125, 126, and 261.","","161","","","['Kathleen L. Shea']","300","['SC 248']","Field Ecology","Students in Bio 371 must also register for discussion Bio 371D and lab Bio 371L.","371","False","Prerequisites: Biology 125, 126, and 261.","","1","O","20061","['T 0120-0220PM']","","Research","2006"
"50217","0.0","163","['BIO']","","","161","","","['Kathleen L. Shea']","300","['SC 210']","Field Ecology Disc","","371","False","False","","1","O","20061","['Th 0215-0405PM']","","Discussion","2006"
"50218","0.0","162","['BIO']","","","161","","","['Kathleen L. Shea']","300","['SC 248']","Field Ecology Lab","","371","False","False","","1","O","20061","['T 0230-0530PM']","","Lab","2006"
"50219","2.5","1369","['SWRK']","In this real world experience, social work majors complete at least 400 hours in a rural or urban agency with structured learning about generalist practice with individuals, families, groups, organizations and communities from diverse backgrounds. Students engage in professional responsibilities with careful guidance and supervision from the field instructor and the field coordinator. Students periodically attend a seminar to integrate classroom learning, share experiences and obtain support. Prerequisite: Majors who have satisfactorily completed all foundation and required courses with numbers below 380. Offered Fall Semester.","","","","","['Naurine Lennox']","300","['TBA', 'TBA']","Field Practicum","","380","False","Prerequisite: Majors who have satisfactorily completed all foundation and required courses with numbers below 380. Offered Fall Semester.","","1","C","20061","['M-F 0800-0925', 'M 0700-1000PM']","","Research","2006"
"50221","1.0","498","['GE']","","","","","","['Jenny Dunning']","100","['RML 525']","First-Year Writing","","111","False","False","A","1","C","20061","['MWF 0800-0855']","","Research","2006"
"50222","1.0","498","['GE']","","","","","","['Joseph L. Mbele']","100","['RML 577']","First-Year Writing","","111","False","False","B","1","C","20061","['MWF 0905-1000']","","Research","2006"
"50223","1.0","498","['GE']","","","","","","['Eliot K. Wilson']","100","['OM 030']","First-Year Writing","","111","False","False","C","1","C","20061","['MWF 0905-1000']","","Research","2006"
"50224","1.0","498","['GE']","","","","","","['Richard Buckstead']","100","['RML 520']","First-Year Writing","","111","False","False","D","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50225","1.0","498","['GE']","","","","","","['Richard DuRocher']","100","['RML 421', 'RML 421']","First-Year Writing","","111","False","False","J","1","C","20061","['T 0935-1100', 'Th 0930-1050']","","Research","2006"
"50226","1.0","498","['GE']","","","","","","['Diane C. LeBlanc']","100","['RML 420']","First-Year Writing","","111","False","False","F","1","C","20061","['MWF 1255-0150PM']","","Research","2006"
"50227","1.0","498","['GE']","","","","","","['Mary Griep']","100","['DC 204']","First-Year Writing","","111","False","False","G","1","C","20061","['MWF 1255-0150PM']","","Research","2006"
"50228","1.0","498","['GE']","","","","","","['Jonathan Hill']","100","['RML 420']","First-Year Writing","","111","False","False","H","1","C","20061","['MWF 0200-0255PM']","","Research","2006"
"50229","1.0","498","['GE']","","","","","","['Jan C. Hill', 'Mary E. Trull']","100","['RML 520']","First-Year Writing","","111","False","False","I","1","C","20061","['MWF 0200-0255PM']","","Research","2006"
"50230","1.0","498","['GE']","","","","","","['Jon Eric Nelson']","100","['RML 420', 'RML 420']","First-Year Writing","","111","False","False","K","1","C","20061","['T 0935-1100', 'Th 0930-1050']","","Research","2006"
"50231","1.0","498","['GE']","","","","","","['Susan Bauer']","100","['TB 216', 'TB 216']","First-Year Writing","","111","False","False","L","1","C","20061","['T 0935-1100', 'Th 0930-1050']","","Research","2006"
"50232","1.0","498","['GE']","","","","","","['James Heynen']","100","['RML 421', 'RML 421']","First-Year Writing","","111","False","False","M","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50233","1.0","498","['GE']","","","","","","['Mary Steen']","100","['RML 525', 'RML 525']","First-Year Writing","","111","False","False","N","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50234","1.0","498","['GE']","","","","","","['Mark Allister']","100","['RML 577', 'RML 577']","First-Year Writing","","111","False","False","O","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","","Research","2006"
"50235","1.0","498","['GE']","","","","","","['Carol Holly']","100","['RML 525', 'RML 525']","First-Year Writing","","111","False","False","P","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","","Research","2006"
"50236","1.0","498","['GE']","","","","","","['Jan C. Hill', 'Mary E. Trull']","100","['RML 420']","First-Year Writing","","111","False","False","E","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50237","0.25","1015","['PEAC']","This is an aerobic-based course utilizing instruction and participation in walking to enhance personal fitness and training knowledge.","","","","","['Daniel Kosmoski']","100","['TC']","Fitness Walking","","136","False","False","","1","O","20061","['TTh 0905-1000']","","Research","2006"
"50242","1.0","395","['ENGL']","Focuses on verbal folklore: narratives, songs and shorter forms such as proverbs. Explores the intrinsic qualities of each as literary creations and also the ways in which they operate together when combined or in dialogic relationship. The folktale or the epic, for example, incorporate a variety of these forms, such as the proverb, the song or the riddle, to form a complex whole.","","","","","['Joseph L. Mbele']","200","['RML 525']","Folklore","","203","False","False","","1","C","20061","['MWF 1150-1245PM']","","Research","2006"
"50244","0.5","24","['ART']","In this introductory course that employs handbuilding techniques, the primary emphasis of the class is the student's imaginative approach in solving visual problems. Students are introduced to historical/contemporary approaches to clay. Included in the course are clay mixing, kiln loading, various firing procedures and glaze and surface embellishment. Lab fee.","","","","","['Ron Gallas']","100","['DC 115C', 'DC 115C']","Found Ceramics: Hand","","116","False","False","","1","C","20061","['T 0305-0430PM', 'Th 0355-0515PM']","Foundation Ceramics -- Handbuilding","Research","2006"
"50246","0.5","21","['ART']","Within an art historical context, this course explores an appreciation of color and the interaction of color as it affects one's daily life. Problems are developed to foster investigation and experimentation into the formal properties of color theory and expand creativity in the painter's approach to composition and expressive content. Materials fee.","","","","","['Wendell Arneson']","100","['DC 116']","Found Color Design","","113","False","False","A","1","O","20061","['MWF 0905-1000']","Foundation Color Design","Research","2006"
"50247","0.5","21","['ART']","Within an art historical context, this course explores an appreciation of color and the interaction of color as it affects one's daily life. Problems are developed to foster investigation and experimentation into the formal properties of color theory and expand creativity in the painter's approach to composition and expressive content. Materials fee.","","","","","['Wendell Arneson']","100","['DC 116']","Found Color Design","","113","False","False","B","1","O","20061","['MWF 1045-1140']","Foundation Color Design","Research","2006"
"50248","0.5","20","['ART']","Emphasizing concepts and ideas and using drawing as a means of expression, this studio course for majors and non-majors delves into the dynamics of composition and design principles through the use of a variety of techniques and media. It couples drawing assignments with viewing and discussing contemporary and old masterpieces to broaden appreciation and understanding of drawing as a method of visual communication. Lab fee.","","","","","['Henrietta Doner-Hedrick']","100","['DC 216']","Found Conceptual Draw","","112","False","False","A","1","O","20061","['MWF 1150-1245PM']","Foundation Conceptual Drawing","Research","2006"
"50249","0.5","25","['ART']","This course provides the technical and conceptual foundations for use of digital media for artistic expression. The course will focus on the interaction of the conceptual and the technical through readings, lecture and assignments that address fundamental issues of digital arts: digital reproduction and representation, intermedia and interface. Students will acquire basic technical skills and apply them in the development of digital art projects that span four realms: raster graphics, vector graphics, 3D graphics and web page construction. This course will prepare students for advanced art courses in the curriculum: Motion Graphics, Computer-Based Imagery and Video Art Production.","","","","","['Patrick T. Kelley']","100","['DC 100', 'DC 100']","Found Digital Media","","117","False","False","A","1","C","20061","['T 0800-0925', 'Th 0800-0920']","Foundation Digital Media","Research","2006"
"50250","0.5","25","['ART']","This course provides the technical and conceptual foundations for use of digital media for artistic expression. The course will focus on the interaction of the conceptual and the technical through readings, lecture and assignments that address fundamental issues of digital arts: digital reproduction and representation, intermedia and interface. Students will acquire basic technical skills and apply them in the development of digital art projects that span four realms: raster graphics, vector graphics, 3D graphics and web page construction. This course will prepare students for advanced art courses in the curriculum: Motion Graphics, Computer-Based Imagery and Video Art Production.","","","","","['Patrick T. Kelley']","100","['DC 100', 'DC 100']","Found Digital Media","","117","False","False","B","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Foundation Digital Media","Research","2006"
"50251","0.5","19","['ART']","This course provides a strong visual foundation in fundamental drawing skills. Students explore elements of line, space, texture and value, as well as their dynamics in composition. Projects emphasize translating observed three-dimensional subjects onto two-dimensional surfaces. In addition, students are introduced to the aesthetics of drawing and drawing as a means of self-expression through the study of old and contemporary masters. Lab fee.","","","","","['John Saurer']","100","['DC 216']","Found Perceptual Draw","","111","False","False","","1","O","20061","['MW 1255-0230PM']","Foundation Perceptual Drawing","Research","2006"
"50253","0.5","23","['ART']","This course introduces students to black and white photography and to fundamental elements in visual art, as well as to the aesthetics and history of photography and the role of photography in modern culture. Students learn camera operation, black and white film processing, printing and print presentation. Students must provide their own 35 mm camera. With the exception of art majors, credit not allowed also for Physics 120. Lab fee.","","","","","['Margaret Ojala']","100","['DC 102']","Found Photography","","115","False","False","A","1","C","20061","['MWF 0905-1000']","Foundation Photography","Research","2006"
"50254","1.0","1317","['SOAN']","Students are given the skills necessary to critically evaluate and conduct quantitative research. Students learn the underlying theoretical assumptions and orientations of quantitative research, including research design, sampling techniques, strategies for data collection and approaches to analysis. Students gain practice in data analysis using SPSS and learn firsthand the steps toward conceptualizing a research project by preparing an original research proposal. Offered Fall Semester.","","","","","['Ryan R. Sheppard']","300","['OM 035', 'OM 035']","Found Soc Sci Resrch","","371","False","False","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Foundations of Social Science Research: Quantitative Methods","Research","2006"
"50256","0.5","22","['ART']","This beginning studio course in sculpture introduces the basic aesthetic, conceptual and technical fundamentals of three-dimensional art-making and design. Students learn how to operate tools safely and efficiently, how to construct things with wood and other materials and how to describe and discuss sculpture and other objects and spaces. The course uses hands-on instruction, readings, slide talks, field trips and discussion. Lab fee.","","","","","['Irve Dell']","100","['DC 106', 'DC 106']","Foundation Sculpture","","114","False","False","","1","C","20061","['T 0305-0430PM', 'Th 0355-0515PM']","","Research","2006"
"50265","1.0","176","['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins our discussion of questions central to the entire sequence: What is an American? What does it mean to be free? Students explore the institutions, images and stories of Euro-Americans, African Americans and Native Americans.Topics and texts include the Declaration of Independence and Thomas Jefferson's architecture, the Narrative of the Life of Frederick Douglass and the coming of the Civil War.","","","","","['Judy Kutulas']","100","['RML 515']","Freedoms: 1607-1865","","101","False","False","A","1","C","20061","['MWF 0905-1000']","Declaring Independence, 1620-1865","Research","2006"
"50266","1.0","176","['AMCON']","Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins our discussion of questions central to the entire sequence: What is an American? What does it mean to be free? Students explore the institutions, images and stories of Euro-Americans, African Americans and Native Americans.Topics and texts include the Declaration of Independence and Thomas Jefferson's architecture, the Narrative of the Life of Frederick Douglass and the coming of the Civil War.","","","","","['Colin Wells']","100","['RML 520']","Freedoms: 1607-1865","","101","False","False","B","1","C","20061","['MWF 0905-1000']","Declaring Independence, 1620-1865","Research","2006"
"50270","0.25","350","['DANCE']","This course is an exploration of dance as recreation, exercise, creative process, and spiritual practice. Students experience and compare these functions of dance within culture by dancing together and creating group dances. Fundamental principles of body organization constitute the technical base of the class.","","","","","['Sheryl Saterstrom']","100","['DC Studio 2']","Fundamentally Dance","","110","True","False","","1","O","20061","['MW 0905-1000']","","Research","2006"
"50271","1.0","1330","['SPAN']","Students explore the topic of family and society in the Spanish-speaking world. They develop critical reading skills by analyzing literary and non-literary texts, including at least one substantive literary work. Students develop skills in descriptive, narrative, expository, and argumentative forms of writing. Taught in Spanish. Prerequisite: Spanish 232 or placement into Spanish 250.","","","","","['Gwendolyn Barnes-Karol']","200","['OM 020', 'OM 020']","Gateway Sp-Spkng Wrld","","250","False","Prerequisite: Spanish 232 or placement into Spanish 250.","A","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Gateway to the Spanish-Speaking World","Research","2006"
"50272","1.0","1330","['SPAN']","Students explore the topic of family and society in the Spanish-speaking world. They develop critical reading skills by analyzing literary and non-literary texts, including at least one substantive literary work. Students develop skills in descriptive, narrative, expository, and argumentative forms of writing. Taught in Spanish. Prerequisite: Spanish 232 or placement into Spanish 250.","","","","","['Ariel Strichartz']","200","['OM 020', 'OM 020']","Gateway Sp-Spkng Wrld","","250","False","Prerequisite: Spanish 232 or placement into Spanish 250.","B","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Gateway to the Spanish-Speaking World","Research","2006"
"50274","1.0","728","['MATH']","Students learn principles of mathematical thinking by investigating a particular mathematical topic. Recent topics included dynamic geometry, mathematics of games and cryptology. Students investigate ideas through technical and non-technical reading and problem solving, introducing them to mathematical literature and exposition. Offered both semesters. The course is intended for all students .","","","","","['Kay E. Smith']","100","['SC 130']","Gateways/Mathematics","","117","False","False","","1","C","20061","['MWF 0905-1000']","Gateways to Mathematics","Research","2006"
"50275","0.0","188","['CHEM']","","","187","","","['Patrick N. Riley']","100","['SC 371']","Gen Chemistry/Lab","","121","False","False","A","1","C","20061","['M 0200-0500PM']","","Lab","2006"
"50276","0.0","188","['CHEM']","","","187","","","['Patrick N. Riley']","100","['SC 371']","Gen Chemistry/Lab","","121","False","False","B","1","C","20061","['T 0800-1100']","","Lab","2006"
"50277","0.0","188","['CHEM']","","","187","","","['Kristopher J. Keuseman']","100","['SC 371']","Gen Chemistry/Lab","","121","False","False","C","1","C","20061","['T 1145-0245PM']","","Lab","2006"
"50278","1.0","187","['CHEM']","This course provides a study of chemical stoichiometry and equilibrium at a level and pace appropriate to students with little or no background in chemistry. The combination of this course and the Interim course 123 provides coverage of topics equivalent to those in Chemistry 125. Students attend three classes and one 3-hour laboratory per week.","","187","","","['Patrick N. Riley']","100","['SC 282']","General Chemistry","Students in Chem 121 must also register for one lab 121AL, BL, or CL.","121","False","False","","1","C","20061","['MWF 1045-1140']","","Research","2006"
"50280","1.0","1071","['PHYS']","This course considers a variety of topics in earth and environmental science. Beginning with the origin of the earth and planetary system, the course examines crustal evolution and plate tectonics, geologic resources and hazards and the relationship of these surface phenomena to processes occurring in the earth's interior. It concludes with a study of the oceans, the atmosphere, the earth's climate system and environmental change. Prerequisite: proficiency in algebra and geometry. Offered Fall Semester.","","","","","['Robert Jacobel']","100","['SC 129']","Geophysics","","123","False","Prerequisite: proficiency in algebra and geometry. Offered Fall Semester.","","1","O","20061","['MWF 1045-1140']","Geophysics: Perspectives on the Dynamic Earth","Research","2006"
"50290","1.0","456","['ENVST']","Population growth, industrialization and the consumption of fossil fuels have increased global environmental problems. The course examines the ways in which nation-states and/or international institutions have addressed these environmental concerns. Depending on the instructor, the focus of the course is either the environmental problems of a particular area (e.g., Latin America, Russia or Asia) or a broader global arena (e.g., international institutions and the environment). Counts toward major and concentration: Environmental Studies.","","","","","['Anthony Lott']","200","['SC 184', 'SC 184']","Global Env Politics","","201","False","False","","1","C","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Topics in Global Environmental Politics","Research","2006"
"50291","1.0","575","['HIST']","Students examine, comparatively and chronologically, the evolution of selected cultures and societies before 1500 in Asia, India, Africa, Europe, the Middle East, and pre-Columbian America. Through original texts, historical studies, and literature, students explore such topics as religious practices and the birth of world religions, trade and interregional exchanges, human interaction with the environment, forms of political authority, and family life and gender roles. Offered most years.","","","","","['Staff']","100","['HH 501']","Global Hist to 1500","History 194 has been cancelled.","194","False","False","","1","X","20061","['MWF 1255-0150PM']","Global Histories from Ancient Times to 1500","Research","2006"
"50294","1.0","1209","['REL']","Why does human life involve suffering? If God is omnipotent and good, why does evil exist? Is God responsible, or can all evil -- and the suffering that accompanies it -- be explained by sin or human frailty. Students will explore some of the ways that Christian theology had attempted to respond to these questions, and they will also examine challenges to the Christian perspective.","","","","","['Edmund Santurri']","200","['BMC 102']","God & Human Suffering","","225","False","False","A","1","C","20061","['MWF 1045-1140']","God and Human Suffering","Research","2006"
"50297","0.25","997","['PEAC']","This course presents an introduction/review of beginning golf skills, rules and strategies. The course is not intended for the experienced golfer. Equipment available. Lab fee.","","","","1","['Daniel Kosmoski']","100","['SAC_FH', 'SAC_FH']","Golf","","103","False","False","","1","C","20061","['T 1150-0150PM', 'Th 1245-0245PM']","","Research","2006"
"50298","1.0","229","['CLASS']","Homer's epics, Hesiod's account of creation and his farmer's almanac, the tragedies of 5th-century Athens, the national epics of Ovid and Vergil: mythical patterns and images from ancient texts still pervade our culture's music, drama, art and film. Many students plug in and appreciate for the first time the richness and relevance of their Greek and Roman inheritance. GE: ALS-L. Offered in alternate years.","","","","","['Steve T. Reece']","200","['OM 031', 'OM 031']","Greek & Roman Myth-Tr","","241","False","False","","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Greek and Roman Myth","Research","2006"
"50300","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['Christopher M. Brunelle']","100","['HH 514']","Greeks and Hebrews","","113","False","False","A","1","C","20061","['MWF 0905-1000']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50301","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['J. L. Carrington']","100","['HH 515']","Greeks and Hebrews","","113","False","False","B","1","C","20061","['MWF 0905-1000']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50302","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['Anne G. Sabo']","100","['HH 516']","Greeks and Hebrews","","113","False","False","C","1","C","20061","['MWF 0905-1000']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50303","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['Kathryn Ananda-Owens']","100","['HH 514']","Greeks and Hebrews","","113","False","False","D","1","C","20061","['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50304","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['David Booth']","100","['HH 515']","Greeks and Hebrews","","113","False","False","E","1","C","20061","['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50305","1.0","531","['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.","","","","","['Charles Taliaferro']","100","['HH 516']","Greeks and Hebrews","","113","False","False","F","1","C","20061","['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research","2006"
"50307","1.0","291","['CSCI']","A structured descriptive survey of the organizational principles of computer hardware, emphasizing trade-offs among architectural choices and representative examples. Topics include virtual machines, overview of computer organization, forms of parallelism, machine-level representation of data, memory organization, digital logic, functional organization, microprogrammed and RISC architectures, performance enhancements and alternative architectures, assembly-level machine organization and programming, and architecture of networks and their protocols. Prerequisite: Computer Science 121 or consent of the instructor.","","","","","['Richard Brown']","200","['SC 186', 'SC 186']","Hardware Design","","241","False","Prerequisite: Computer Science 121 or consent of the instructor.","","1","O","20061","['T 0935-1100', 'Th 0930-1050']","","Research","2006"
"50310","1.0","946","['NURS']","Classroom and laboratory experiences in nursing and health assessment skills develop the student's ability to provide nursing care. Opportunities to apply knowledge from the liberal arts and nursing theory to simulated patient care situations are provided. Individual practice sessions in the nursing laboratory are expected. Performance testing determines readiness for the role of caregiver in a variety of clinical settings. Taken concurrently with Nursing 302, 304, and 308.","","946","","","['Diana Neal']","300","['HH 215', 'HH 215', 'HH 215']","Health Assessment","","306","False","False","","1","C","20061","['M 0800-0855', 'M 0905-1000', 'M 1045-1140']","","Research","2006"
"50314","1.0","944","['NURS']","This course focuses on critical issues in contemporary health care. Topics include principles of wellness, health promotion, interpersonal communication, cultural competency, and ethical, legal, political, and economic aspects of the health care system in the United States. Students have the opportunity to explore health care issues, such as interpersonal violence, genomics, bio-terrorism, and global health problems. Prerequisites: Non-Nursing majors: FYW; Nursing majors: all Nursing prerequisites.","","","","","['Mary Kuehn', 'Judith Sateren']","300","['SC 278']","Healthcare Issues","","302","False","Prerequisites: Non-Nursing majors: FYW; Nursing majors: all Nursing prerequisites.","","1","C","20061","['MWF 0200-0255PM']","Health Care Issues","Research","2006"
"50326","1.0","831","['MUSIC']","Students encounter the history and development of Western European music from the Middle Ages to ca. 1750 and study the genre and styles of music from monophonic chant to concerted music of he Baroque. Prerequisite: Music 114. Offered Fall Semester.","","","","","['Gerald Hoekstra']","200","['CHM 239']","Hist & Lit Music I","","241","False","Prerequisite: Music 114. Offered Fall Semester.","A","1","C","20061","['MWF 1255-0150PM']","History and Literature Of Music I","Research","2006"
"50327","1.0","831","['MUSIC']","Students encounter the history and development of Western European music from the Middle Ages to ca. 1750 and study the genre and styles of music from monophonic chant to concerted music of he Baroque. Prerequisite: Music 114. Offered Fall Semester.","","","","","['Gerald Hoekstra']","200","['CHM 239']","Hist & Lit Music I","","241","False","Prerequisite: Music 114. Offered Fall Semester.","B","1","C","20061","['MWF 0200-0255PM']","History and Literature Of Music I","Research","2006"
"50332","1.0","734","['MATH']","This continuation of Mathematics 122 covers the material in Mathematics 126 in greater depth and includes supplementary material. Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","","","","","['Theodore Vessey']","100","['SC 188']","Honors Calculus II","","128","False","Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","A","1","O","20061","['MWF 0800-0855']","Honor Calculus II","Research","2006"
"50333","1.0","734","['MATH']","This continuation of Mathematics 122 covers the material in Mathematics 126 in greater depth and includes supplementary material. Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","","","","","['Paul Humke']","100","['SC 184']","Honors Calculus II","","128","False","Prerequisite: Mathematics 122, or Mathematics 119 or 120 and permission of the instructor, or Mathematics Placement Recommendation. Credit may be earned for either Mathematics 126 or 128, but not both.","B","1","O","20061","['MWF 0905-1000']","Honor Calculus II","Research","2006"
