"clbid","credits","crsid","departments","gereqs","groupid","instructors","level","locations","name","number","pn","section","semester","status","term","times","title","type","year"
"113428","1.0","491","[""FREN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113429","1.0","523","[""GERM""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113430","1.0","544","[""GREEK""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113431","1.0","717","[""LATIN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113432","1.0","918","[""NEURO""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113433","1.0","932","[""NORW""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113434","1.0","1058","[""ESTH""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113435","1.0","1091","[""PHYS""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113436","1.0","1276","[""RUSSN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113437","1.0","1342","[""SPAN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113438","1.0","1410","[""STAT""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113439","1.0","12","[""AMST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113440","1.0","18613","[""AFAM""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113441","1.0","18617","[""BMOLS""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113442","1.0","669","[""JAPAN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113443","1.0","18621","[""MEDVL""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","","""Research""","2017"
"113444","1.0","1179","[""PSYCH""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113445","1.0","69","[""ART""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113446","1.0","986","[""PHIL""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113447","1.0","847","[""MUSIC""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113448","1.0","625","[""HIST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113449","1.0","1367","[""SWRK""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113450","1.0","752","[""MATH""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113451","1.0","1395","[""THEAT""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113452","1.0","94","[""ASIAN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113453","1.0","1239","[""REL""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113454","1.0","943","[""NURS""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113455","1.0","654","[""FAMST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113456","1.0","1316","[""SOAN""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113457","1.0","434","[""ENGL""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113458","1.0","687","[""IS""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113459","1.0","708","[""ID""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113460","1.0","1141","[""PSCI""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113461","1.0","314","[""EDUC""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113462","1.0","26171","[""WMGST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113463","1.0","27330","[""RACE""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113464","1.0","27399","[""LAMST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113465","1.0","785","[""MGMT""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113466","1.0","465","[""ENVST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113467","1.0","154","[""BIO""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113468","1.0","796","[""MEDIA""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113469","1.0","1283","[""RUSST""]","","","[""Staff""]","200","","""IS/""","298","false","","2","""O""","20172","","","""Research""","2017"
"113471","1.0","1141","[""PSCI""]","","","[""Staff""]","200","","""IS/""","298","false","""A""","2","""O""","20172","","""Independent Study""","""Research""","2017"
"113496","1.0","27680","[""PSYCH""]","","","[""Carlo O. Veltri""]","200","[""RNS 208"", ""RNS 208""]","""Menacing Minds""","221","false","","2","""O""","20172","[""M-F 1040-1240PM"", ""MW 0100-0300PM""]","","""Research""","2017"
"113502","1.0","1086","[""PHYS""]","[""IST"", ""SED""]","1086","[""David Nitz""]","200","[""RNS 210""]","""Musical Acoustics""","252","false","","2","""O""","20172","[""M-F 1040-1210PM""]","","""Research""","2017"
"113503","0.0","1087","[""PHYS""]","","1086","[""David Nitz""]","200","[""RNS 292""]","""Musical Acoustics Lab""","252","false","","2","""O""","20172","[""M-F 0100-0330PM""]","","""Lab""","2017"
"113506","0.0","1322","[""INTD""]","","","[""Staff""]","100","","""No Interim""","100","false","","2","""O""","20172","","","""Research""","2017"
"113519","1.0","21801","[""MATH""]","","","[""Adam H. Berliner""]","200","","""Number Theory - Budapest""","239","false","","2","""O""","20172","","","""Research""","2017"
"113520","1.0","939","[""NURS""]","[""IST""]","","[""Susan Huehn""]","100","[""TBA""]","""Nutrition and Wellness""","110","false","""A""","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"113524","1.0","198","[""CHEM""]","[""WRI""]","","[""Elodie Marlier""]","200","[""TBA""]","""Organometallic Chem""","252","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Organometallic Chemistry""","""Research""","2017"
"113525","1.0","771","[""MGMT""]","","","[""Staff""]","200","[""RNS 150""]","""Personal Finance""","231","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"113526","1.0","148","[""BIO""]","","","[""Laura Listenberger""]","200","","""Peruvian Medical Experience""","284","false","","2","""O""","20172","","","""Research""","2017"
"113530","1.0","1387","[""THEAT""]","","","[""Randy F. Reyes""]","200","[""TB Haugen"", ""TB Haugen"", ""TB Haugen""]","""Prod Theater: Advanced""","234","true","","2","""O""","20172","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Producing Theater: Advanced""","""Research""","2017"
"113531","1.0","1380","[""THEAT""]","[""ALS-A""]","","[""Todd F. Edwards""]","100","[""TB Kelsey"", ""TB Kelsey"", ""TB Kelsey""]","""Prod Theater: Intro""","133","true","","2","""O""","20172","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Producing Theater: Introductory""","""Research""","2017"
"113534","1.0","27679","[""PHIL""]","[""EIN""]","","[""Kathryn R. Swanson""]","200","[""CHM 224""]","""Race and Social Justice""","255","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"113535","1.0","19436","[""ID""]","","","[""Kevin M. Crisp""]","300","[""RNS 226"", ""RNS 226"", ""RNS 226""]","""Research: Mayo Scholars""","396","false","","2","""O""","20172","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Directed Undergraduate Research""","""Research""","2017"
"113538","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""Karen Cherewatuk""]","100","[""OM 110""]","""Romans & Christians""","115","false","""A""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113539","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""Danny Munoz-Hutchinson""]","100","[""OM 140""]","""Romans & Christians""","115","false","""B""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113540","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""Charles Wilson""]","100","[""OM 020""]","""Romans & Christians""","115","false","""C""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113541","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""David Booth""]","100","[""OM 240""]","""Romans & Christians""","115","false","""D""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113542","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""Mary E. Trull""]","100","[""OM 210""]","""Romans & Christians""","115","false","""E""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113543","1.0","532","[""GCON""]","[""BTS-B"", ""WRI""]","","[""Paul Zorn""]","100","[""OM 310""]","""Romans & Christians""","115","false","""F""","2","""O""","20172","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2017"
"113553","1.0","19738","[""PHIL""]","[""IST""]","","[""Arthur Cunningham""]","200","[""TOH 308""]","""Space and Time""","246","false","","2","""O""","20172","[""M-F 0100-0300PM""]","","""Research""","2017"
"113558","1.0","482","[""FREN""]","[""FOL-F"", ""ORC""]","","[""Jolene Barjasteh""]","200","[""TOH 110""]","""Speaking of French""","250","false","","2","""O""","20172","[""M-F 1040-0330PM""]","""Speaking""","""Research""","2017"
"113561","1.0","17675","[""EDUC""]","","","[""Jill A. Watson""]","300","","""Teaching ESL, K-12""","347","false","","2","""O""","20172","","","""Research""","2017"
"113566","1.0","104","[""BIO""]","[""IST""]","","[""Beth Pettitt""]","100","[""RNS 410"", ""RNS 410""]","""The Biology of Women""","124","false","","2","""O""","20172","[""M-Th 1040-1200PM"", ""M-Th 0100-0300PM""]","","""Research""","2017"
"113570","1.0","705","[""ID""]","[""ALS-A""]","","[""Jonathan T. Naito""]","200","","""Theater in London""","258","false","","2","""O""","20172","","","""Research""","2017"
"113572","1.0","114","[""BIO""]","[""IST"", ""SED""]","114","[""John Giannini""]","100","[""RNS 150"", ""RNS 150""]","""Thinking & Doing Bio""","135","false","","2","""O""","20172","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","""Thinking and Doing Biology""","""Research""","2017"
"113573","0.0","115","[""BIO""]","","114","[""John Giannini""]","100","[""RNS 255""]","""Thinking & Doing Bio Lab""","135","false","","2","""O""","20172","[""M-Th 0100-0300PM""]","","""Lab""","2017"
"113575","1.0","172","[""BIO""]","","","[""Sarah Amugongo""]","300","[""TOH 182"", ""TOH 182""]","""Top: Teratogens & Fetal Development""","391","false","""A""","2","""O""","20172","[""M-Th 1040-1200PM"", ""M-Th 0100-0300PM""]","""Selected Topics""","""Topic""","2017"
"113578","1.0","22130","[""ENGL""]","[""ALS-L"", ""WRI""]","","[""Nicolette Bucciaglia""]","200","[""BMC 012""]","""Top: Fantasy & Science Fic Writing""","280","false","""A""","2","""O""","20172","[""M-F 0100-0300PM""]","""Topics in Genre""","""Topic""","2017"
"113580","1.0","31107","[""ENGL""]","[""WRI""]","","[""Jeremy Nagamatsu""]","200","[""OM 140""]","""Top: Lit Publishing/New Media""","281","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Topics in Genre""","""Topic""","2017"
"113590","1.0","339","[""EDUC""]","[""MCD""]","","[""Rosemary A. Pfarr-Baker""]","300","","""Urban Education Practicum & Seminar""","379","true","","2","""O""","20172","","""Urban Education Practicum and Seminar""","""Research""","2017"
"113591","1.0","308","[""EDUC""]","[""MCD""]","","[""Staff""]","100","","""Urban Schools and Communities""","170","true","","2","""O""","20172","","","""Research""","2017"
"113595","1.0","21601","[""SCICN""]","[""HWC"", ""IST"", ""SED""]","","[""Charles Jr. Umbanhowar""]","200","[""TBA"", ""TBA""]","""Well-Ordered Universe""","215","false","","2","""O""","20172","[""MTWTh 0100-0300PM"", ""M-F 1040-1200PM""]","""The Well-Ordered Universe: Patterns and Models in Science""","""Research""","2017"
"115132","1.0","31262","[""AMST""]","[""MCD""]","","[""Eric J. Fure-Slocum""]","200","","""Chicago: Soc Change in Urban U.S.""","205","false","","2","""O""","20172","","""Chicago: Social Change in the Urban U.S.""","""Research""","2017"
"115133","1.0","225","[""CLASS""]","[""ALS-L"", ""ORC""]","","[""Anne Groton""]","100","[""TBA""]","""Ancient Comedy-Tr""","126","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Ancient Comedy: A Funny Thing Happened""","""Research""","2017"
"115134","1.0","29181","[""CLASS""]","[""ALS-A"", ""HWC""]","","[""Steve T. Reece""]","200","","""Classical Studies in Italy""","253","false","","2","""O""","20172","","","""Research""","2017"
"115156","1.0","21529","[""ID""]","[""MCG""]","","[""Jamie A. Schillinger""]","200","","""Middle Eastern Studies""","235","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Introduction to Modern Middle Eastern Studies""","""Research""","2017"
"115157","1.0","26593","[""ID""]","[""ALS-L"", ""ORC""]","","[""Kent M. McWilliams""]","200","","""Arts & Lit Australia/NZ""","257","false","","2","""O""","20172","","","""Research""","2017"
"115193","1.0","221","[""CHEM""]","","","[""Adam Dittmer""]","300","[""TBA""]","""Top:""","391","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Selected Topics in Chemistry""","""Topic""","2017"
"115194","1.0","382","[""ENGL""]","[""ALS-L"", ""MCG""]","","[""Joseph L. Mbele""]","100","[""TBA""]","""Trickstr/Post-Col Lit""","108","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""The Hero and the Trickster in Post-Colonial Literature""","""Research""","2017"
"115195","1.0","21510","[""ENGL""]","[""ALS-L""]","","[""Karen E. Marsalek""]","200","","""Top: Topic/Cross-Disc:""","260","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Topics in Cross-Disciplinary Literary Study""","""Topic""","2017"
"115196","1.0","25852","[""ENGL""]","[""ALS-L""]","","[""Mark Allister""]","200","","""Narratives of Soc Protest""","263","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Narratives of Social Protest""","""Research""","2017"
"115197","1.0","22130","[""ENGL""]","[""ALS-L""]","","[""Bjorn Nordfjord""]","200","","""Top: Topics in Genre""","280","false","""B""","2","""O""","20172","[""M-F 1040-1240PM""]","""Topics in Genre""","""Topic""","2017"
"115257","1.0","338","[""EDUC""]","[""MCD""]","","[""Heather Campbell""]","300","","""Multicultural Education in Hawaii""","378","false","","2","""O""","20172","","""Multicultural Education in Hawaii: Seminar and Practicum""","""Research""","2017"
"115258","1.0","781","[""MGMT""]","[""ORC""]","","[""Sian E. Muir""]","200","[""TBA""]","""New Venture Formulat""","257","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Entrepreneurship and New Venture Formulation""","""Research""","2017"
"115259","1.0","30509","[""MUSIC""]","","","[""Mark A. Stover""]","0","[""TBA""]","""Placeholder Course""","0","false","""A""","2","""O""","20172","[""M-F 0100-0300PM""]","","""Research""","2017"
"115260","1.0","828","[""MUSIC""]","[""ALS-A""]","","[""James E. Bobb""]","200","[""TBA""]","""Music/Chr Worship""","235","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Music in Christian Worship""","""Research""","2017"
"115261","1.0","840","[""MUSIC""]","","","[""James McKeel""]","200","[""TBA""]","""Opera Workshop""","269","false","","2","""O""","20172","[""M-F 0130-0300PM"", ""M-F 1040-1240PM""]","","""Research""","2017"
"115262","1.0","857","[""MUSIC""]","","","[""Louis K. Epstein""]","300","","""Top: Gender in Opera""","345","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Advanced Study in Music History""","""Topic""","2017"
"115263","1.0","19830","[""SOAN""]","[""MCG"", ""ORC""]","","[""Ryan R. Sheppard""]","200","","""Thailand: Culture, Inst""","232","false","","2","""O""","20172","","""Thailand: Culture, Institutions, and Interactions""","""Research""","2017"
"115264","1.0","1338","[""SPAN""]","[""ORC""]","","[""Gwendolyn Barnes-Karol""]","200","[""TBA""]","""Contemporary Issues""","274","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 1040-1240PM""]","""Contemporary Issues in the Spanish-Speaking World""","""Research""","2017"
"115389","1.0","20056","[""ART""]","[""ALS-A""]","","[""Staff""]","100","","""Foundation 3-D Media""","103","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 1040-1240PM""]","""Foundation Three-Dimensional Media""","""Research""","2017"
"115390","1.0","44","[""ART""]","","","[""Michon Weeks""]","200","","""Advanced Two Dimensional""","233","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 1040-1240PM""]","""Advanced Two-Dimensional Studio""","""Research""","2017"
"115391","1.0","45","[""ART""]","","","[""Paul S. Briggs""]","200","","""Intermediate Ceramics""","234","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 1040-1240PM""]","","""Research""","2017"
"115392","1.0","48","[""ART""]","","","[""John Saurer""]","200","","""New York Art Interim""","246","false","","2","""O""","20172","","","""Research""","2017"
"115393","1.0","31261","[""ART""]","[""ALS-A"", ""MCD""]","","[""Matthew Rohn""]","200","","""O'Keeffe's Art and New Mexico""","261","false","","2","""O""","20172","","","""Research""","2017"
"115394","1.0","29176","[""BIO""]","[""IST"", ""SED""]","","[""Steven Freedberg""]","100","","""Field Paleontology""","131","false","","2","""O""","20172","","","""Research""","2017"
"115395","1.0","130","[""BIO""]","","","[""Eric Cole""]","200","","""Invertebrate Biology""","248","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115396","0.0","131","[""BIO""]","","","[""Eric Cole""]","200","","""Invertebrate Biology Lab""","248","false","","2","""O""","20172","[""M-F 0100-0300PM""]","","""Lab""","2017"
"115397","1.0","151","[""BIO""]","[""SPM""]","","[""Sara E. Fruehling""]","200","","""Equatorial Biology""","288","false","","2","""O""","20172","","","""Research""","2017"
"115398","1.0","18801","[""BIO""]","","","[""Jean C. Porterfield""]","300","","""Molecular Ecology""","396","false","","2","""C""","20172","[""MTThF 0100-0300PM"", ""MTThF 1040-1200PM""]","""Directed Undergraduate Research""","""Research""","2017"
"115399","1.0","367","[""DANCE""]","[""ALS-A"", ""MCG""]","","[""Anne von Bibra""]","100","[""TBA"", ""TBA""]","""World Dance Tradition""","124","false","","2","""O""","20172","[""MTThF 0100-0300PM"", ""MTThF 1040-1200PM""]","""World Dance Traditions""","""Research""","2017"
"115406","1.0","31263","[""ECON""]","","","[""Anthony Becker""]","200","","""Argentina & Wrld Agricultural Trade""","210","false","""A""","2","""O""","20172","","""Argentina and World Agricultural Trade""","""Research""","2017"
"115407","1.0","261","[""ECON""]","[""HBS"", ""MCG""]","","[""Xun Pomponio""]","200","","""Econ Progress China""","218","false","","2","""O""","20172","","""Economic Progress in China""","""Research""","2017"
"115408","1.0","460","[""ENVST""]","[""IST""]","","[""Staff""]","200","","""Global Climate Change""","245","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115409","1.0","18778","[""ENVST""]","","","[""Staff""]","200","","""Top: Topics in ES""","281","false","","2","""O""","20172","[""M-F 0800-1000""]","""Topics in Environmental Studies""","""Topic""","2017"
"115410","1.0","24137","[""HIST""]","[""MCG""]","","[""Jeane DeLaney""]","200","","""Collective Memory in Cuba""","244","false","","2","""O""","20172","","""Collective Memory in Revolutionary Cuba""","""Research""","2017"
"115411","1.0","610","[""HIST""]","[""MCG""]","","[""Robert Entenmann""]","200","","""Japanese Civilization""","252","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115412","1.0","26720","[""HIST""]","[""MCG"", ""ORC""]","","[""Abdulai Iddrisu""]","200","","""Slavery in W Africa:Ghana""","256","false","","2","""O""","20172","","""Slavery in West Africa: Ghana""","""Research""","2017"
"115413","1.0","21512","[""MATH""]","[""AQR"", ""MCG"", ""ORC""]","","[""Richard Allen""]","200","","""Religious/Decorative Art in Morocco""","218","false","","2","""O""","20172","","""Religious and Decorative Art in Morocco""","""Research""","2017"
"115415","1.0","765","[""MATH""]","[""ORC""]","","[""Jill Dietz"", ""Paul J. Roback""]","300","[""TBA""]","""Mathematics Practicum""","390","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 1040-1240PM""]","","""Research""","2017"
"115416","1.0","21541","[""NORW""]","","","[""Staff""]","0","","""Placeholder Course""","0","false","","2","""O""","20172","[""M-F 0100-0300PM""]","","""Research""","2017"
"115417","1.0","921","[""NORW""]","","","[""H. Pi\u00f1ero Christine""]","100","[""TBA"", ""TBA""]","""Beginning Norwegian I""","111","false","","2","""O""","20172","[""M-F 1040-1140"", ""M-F 1230-0230PM""]","","""Research""","2017"
"115418","1.0","976","[""PHIL""]","[""MCD""]","","[""Corliss Swain""]","200","[""TBA""]","""Philosophy & Feminism""","245","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Philosophy and Feminism""","""Research""","2017"
"115419","1.0","977","[""PHIL""]","[""EIN""]","","[""Jason Marsh""]","200","","""Biomedical Ethics""","250","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115421","1.0","1117","[""PSCI""]","[""HBS"", ""MCG""]","","[""Daniel Hofrenning""]","200","","""Intro to Public Policy""","246","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Introduction to Public Policy""","""Research""","2017"
"115423","1.0","24140","[""PSYCH""]","[""HBS"", ""MCG""]","","[""Dana Gross""]","200","","""Human Development/India""","223","false","","2","""O""","20172","","""Exploring India: Human Development in Cross-Cultural Context""","""Research""","2017"
"115424","1.0","1186","[""PSYCH""]","[""ORC""]","","[""Jessica R. Petok""]","300","","""Sem: Aging Brain and Cognition""","390","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Issues in Psychology""","""Seminar""","2017"
"115426","1.0","1197","[""REL""]","[""BTS-T""]","","[""Patricia Beckman""]","200","","""Intro Feminist Theol""","209","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Introduction to Feminist Theology""","""Research""","2017"
"115429","1.0","1213","[""REL""]","[""BTS-T""]","","[""Peder J. Jothen""]","200","","""Theology of Creation""","230","false","","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115842","1.0","27929","[""ASIAN"", ""ENVST""]","[""MCG""]","","[""Katherine S. Tegtmeyer Pak""]","200","","""Environmental Sustainability Japan""","277","false","","2","""O""","20172","","""Environmental Sustainability in Japan""","""Research""","2017"
"115864","1.0","172","[""BIO""]","","","[""Anne Walter""]","300","[""TBA"", ""TBA""]","""Top: Selected Topics""","391","false","""B""","2","""O""","20172","[""M-F 1040-1240PM"", ""TW 0100-0300PM""]","""Selected Topics""","""Topic""","2017"
"115887","1.0","30292","[""ID""]","[""HBS""]","","[""Julie M. Legler""]","200","","""Comparative Public Health: US/World""","280","false","","2","""O""","20172","","""Comparative Public Health: the US and the World""","""Research""","2017"
"115888","1.0","1211","[""REL""]","[""BTS-T""]","","[""James Hanson""]","200","[""TBA""]","""Jews & Christians/Aft""","227","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Jews and Christians after Christendom""","""Research""","2017"
"115890","1.0","1237","[""REL""]","[""EIN""]","","[""Anantanand Rambachan""]","200","","""Rel Pluralsm/Communit""","293","false","","2","""O""","20172","[""M-F 0800-1000""]","""Religious Pluralism and the Nature of Community""","""Research""","2017"
"115900","1.0","19390","[""ASIAN""]","","","[""Ka F. Wong""]","300","[""TBA""]","""Digital Humanities Asia""","396","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Directed Undergraduate Research""","""Research""","2017"
"115901","1.0","298","[""CSCI""]","","","[""Richard Brown""]","200","[""TBA"", ""TBA""]","""Mobile Computing Apps""","284","false","","2","""O""","20172","[""M-F 0100-0300PM"", ""M-F 0830-1000""]","""Mobile Computing Applications""","""Research""","2017"
"115902","1.0","30509","[""MUSIC""]","","","[""Staff""]","0","[""TBA""]","""2xx TBD""","0","false","""b""","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"115919","1.0","26169","[""WMGST""]","","","[""Staff""]","100","[""TBA""]","""Intro Womens/Gender St""","121","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Introduction to Women's and Gender Studies""","""Research""","2017"
"115993","1.0","24283","[""PSCI""]","[""HBS"", ""MCD""]","","[""Joshua Anderson""]","200","[""TBA""]","""Race and Politics""","244","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""Race and American Politics""","""Research""","2017"
"115994","1.0","1142","[""PSCI""]","","","[""Staff""]","200","[""TBA""]","""Top:""","299","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Topics in Political Science""","""Topic""","2017"
"116011","1.0","29270","[""REL""]","[""BTS-T""]","","[""Staff""]","200","[""TBA""]","""Theology in Comp Perspective""","254","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Theology in Comparative Perspective""","""Research""","2017"
"116012","1.0","22445","[""REL""]","[""BTS-T"", ""MCD""]","","[""Staff""]","200","[""TBA""]","""African-American Religious Thought""","267","false","","2","""O""","20172","[""M-F 1040-1240PM""]","""African-American Religious Thought in the 20th Century""","""Research""","2017"
"116089","1.0","21444","[""REL""]","[""HWC""]","","[""L. DeAne Lagerquist""]","200","","""Sacred Places: Greece & Turkey""","272","false","","2","""O""","20172","","""Sacred Places in Greece and Turkey""","""Research""","2017"
"116151","1.0","1357","[""FAMST""]","","","[""Staff""]","100","[""TBA""]","""I Want to Help People""","120","false","","2","""O""","20172","[""M-F 0100-0300PM""]","","""Research""","2017"
"116168","1.0","29248","[""ASIAN"", ""ENVST""]","","","[""Gregory W. Muth""]","300","","""Research: Env Research in Asia""","396","false","","2","""O""","20172","","""Research: Environmental Research in Asia""","""Research""","2017"
"116187","1.0","939","[""NURS""]","[""IST""]","","[""Elizabeth Rodgers""]","100","[""TBA""]","""Nutrition and Wellness""","110","false","""B""","2","""O""","20172","[""M-F 1040-1240PM""]","","""Research""","2017"
"116189","1.0","25616","[""ENGL""]","[""ALS-L""]","","[""Diana Postlethwaite""]","200","[""TBA""]","""Monsters: Myths & Movies""","267","false","","2","""O""","20172","[""M-F 0100-0300PM""]","""Monsters: Myths and Movies from the 19th to 21st Centuries""","""Research""","2017"

