"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"262",10502,1,442,"['ENGL']","Students explore advanced strategies in writing essays. Three areas of emphasis are explored through the semester: the personal essay, lyrical prose and creative journalism. Many class sessions take the form of workshops in which students critique their peers' work. Prerequisite: English 251, 255, 257 or writing equivalent.",NA,"",NA,"['Eliot K. Wilson']",300,"['RML 420', 'RML 420']","Adv Nonfict Wrtg Wksh","",373,"False","Prerequisite: English 251, 255, 257 or writing equivalent.","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Advanced Creative Nonfiction","Research",2005,12
"263",10503,1,444,"['ENGL']","Students consider in depth some of Shakespeare's most popular plays and also explore some of the less-frequently studied classics. Students examine a wide range of genres and types of plays, view videotapes and attend performances when available.",NA,"",NA,"['Richard DuRocher']",300,"['RML 525', 'RML 525']","Shakespeare","",380,"False","False","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,14
"264",10504,1,447,"['ENGL']","",NA,"",NA,"['Mark Allister']",300,"['RML 515']","Sem: Ford/Russo/Dubus","",392,"False","False","",1,"O",20051,"['Th 0700-1000PM']","","Seminar",2005,13
"265",10505,1,449,"['ENGL']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"266",10506,1,451,"['ENGL']","",NA,"",NA,"['Richard DuRocher']",300,"","IR/Sidney Legacy","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"267",10507,1,451,"['ENGL']","",NA,"",NA,"['Maggie Broner']",300,"","IR/Gender & Lang Choices","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,0
"268",10508,1,451,"['ENGL']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20051,"","Independent Research","Research",2005,0
"269",10509,1,451,"['ENGL']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20051,"","Independent Research","Research",2005,0
"270",10510,1,451,"['ENGL']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","D",1,"O",20051,"","Independent Research","Research",2005,0
"271",10511,1,451,"['ENGL']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","E",1,"O",20051,"","Independent Research","Research",2005,0
"272",10512,1,452,"['ENGL']","In the first part of this seminar, students examine, on the basis of common readings, some broad literary topic. In the second, they undertake individual research projects, share and respond to each other's work-in-progress and present their completed project to the seminar. Prerequisites: junior standing, English 185, 221, 222, and 223.",NA,"",NA,"['Jon Eric Nelson']",300,"['RML 420', 'RML 420']","Sem: Ethics/Narrative","",399,"False","Prerequisites: junior standing, English 185, 221, 222, and 223.","",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","The Major Seminar","Seminar",2005,12
"273",10513,1,453,"['ENVST']","This American environmental history explores the social construction of nature in the 20th century, looking at the roots (both natural and cultural) of contemporary environmental issues. To figure out what nature means to us now, we will study the history of stuff, the culture of grasslands and lawns, the changing character of the city and the country, the nature of the suburbs, the conservation and preservation movements, different energy ecologies, the nature of TV, the contemporary environmental movement and alternative ecological practices. We will also use the St. Olaf campus as a case study of 20th-century environmental design.",NA,"",NA,"['Matthew Rohn']",100,"['DC 204', 'DC 204']","Culture of Nature","",101,"False","False","",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","The Culture of Nature","Research",2005,21
"274",10514,1,454,"['ENVST']","Conservation biology focuses on the study of biological diversity. We will examine why we should be concerned about the number and types of species on earth, what factors threaten the survival of species and how we can conserve them. Using principles of ecology and evolution, with input from other disciplines, students gain a better understanding of the impact of humans on biodiversity and the importance of responsible environmental decision-making. Offered annually. Counts toward major and concentration: Environmental Studies.",NA,"",NA,"['Kathleen L. Shea']",100,"['SC 129']","Conservation Biology","",125,"False","False","",1,"O",20051,"['MW 0100-0300PM']","","Research",2005,19
"275",10515,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.",NA,"",NA,"['Robert Jacobel']",100,"['SC 129', 'SC 129']","Intro: Env Studies","",137,"False","False","A",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Introduction to Environmental Studies","Research",2005,20
"276",10516,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.",NA,"",NA,"['John D. Schade']",100,"['SC 129']","Intro: Env Studies","",137,"False","False","B",1,"C",20051,"['MWF 0800-0855']","Introduction to Environmental Studies","Research",2005,24
"277",10517,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.",NA,"",NA,"['John D. Schade']",100,"['SC 374']","Intro: Env Studies","",137,"False","False","C",1,"O",20051,"['MWF 0905-1000']","Introduction to Environmental Studies","Research",2005,24
"278",10518,1,456,"['ENVST']","Population growth, industrialization and the consumption of fossil fuels have increased global environmental problems. The course examines the ways in which nation-states and/or international institutions have addressed these environmental concerns. Depending on the instructor, the focus of the course is either the environmental problems of a particular area (e.g., Latin America, Russia or Asia) or a broader global arena (e.g., international institutions and the environment). Counts toward major and concentration: Environmental Studies.",NA,"",NA,"['Sheryl D. Breen']",200,"['HH 302']","Global Env Politics","",201,"False","False","",1,"O",20051,"['MWF 0200-0255PM']","Topics in Global Environmental Politics","Research",2005,16
"279",10519,1,459,"['ENVST']","This course analyzes environmental regulation in the United States with respect to its historical evolution, its ability to achieve environmental targets, its efficiency or cost-effectiveness, its distributional impact on jobs, people and industries across the country and its international ramifications. Class meetings include open discussions with individuals from agencies charged with developing and enforcing environmental regulation. Offered annually.",NA,"",NA,"['Rebecca Judge']",200,"['HH 515']","Env Policy/Regulation","",232,"False","False","",1,"O",20051,"['MWF 1255-0150PM']","Environmental Policy and Regulation","Research",2005,21
"280",10520,1,461,"['ENVST']","Remote sensing and GIS are increasingly used to address basic and applied questions in the environmental sciences and a host of other disciplines. We will survey available remote sensing image types and learn to process (ground-truthing, GPS, scanning, digitizing) and interpret remotely sensed images. We will also learn theory and practice of geographic information systems (basic cartography and spatial statistics). A weekly 3-hour laboratory is required. Counts toward major and concentration: Environmental Studies. Prerequisites: Environmental Studies 137 or a Level 1 course in biology, chemistry or physics.",461,"",NA,"['Charles Jr. Umbanhowar']",200,"['RML 477']","Remote Sensing & GIS","Students In Environmental Studies 255 must also register for lab section 255L.",255,"False","Prerequisites: Environmental Studies 137 or a Level 1 course in biology, chemistry or physics.","",1,"C",20051,"['MWF 1045-1140']","Remote Sensing and Geographic Information Systems","Research",2005,17
"281",10521,1,463,"['ENVST']","This seminar-style course develops students' abilities to reflect on Americans' encounters with their landscape traditions. We study ways Americans have built on the land and have worshipped and represented nature in paintings, photographs and advertisements. Students will learn to read landscapes, to discover how important artistically, religiously and ecologically the landscape tradition has been in the Unites States, and to become thoughtful viewers and creators of landscapes. Counts toward major: Art, Art History and Environmental Studies. Counts toward concentration: American Studies, Environmental Studies.",NA,"",NA,"['Heather M. Brooks-Shirey']",200,"['DC 305', 'DC 305']","Nature & Am Landscape","",270,"False","False","",1,"C",20051,"['T 0800-0925', 'Th 0800-0920']","Nature and American Landscapes","Research",2005,26
"282",10522,1,464,"['ENVST']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"283",10523,1,465,"['ENVST']","",NA,"",NA,"['James Farrell']",200,"","IS/Campus Ecology II","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,5
"284",10524,1,466,"['ENVST']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"285",10525,1,467,"['ENVST']","",NA,"",NA,"['Sheryl D. Breen']",300,"","IR/Environment Case Study","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"286",10526,1,467,"['ENVST']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,0
"292",10532,1,476,"['FREN']","Students begin to learn French through listening, speaking, reading and writing about topics familiar to them. They study social and cultural notions inherent in the daily life of peoples in diverse Francophone communities and learn to think critically and make interdisciplinary connections and informed cross-cultural comparisons.",NA,"",NA,"['Carrie Lewis']",100,"['OM 030']","Beginning French I","",111,"False","False","",1,"C",20051,"['MWF 0905-1000']","","Research",2005,28
"293",10533,1,477,"['FREN']","Students expand their developing language skills by continuing to listen, speak, read and write on topics familiar to them. They continue their study of social and cultural notions inherent in the daily life of peoples in diverse Francophone communities and learn to think critically and make interdisciplinary connections and informed cross-cultural comparisons. Prerequisite: French 111 or placement.",NA,"",NA,"['Herve Pensec']",100,"['OM 026']","Beginning French II","",112,"False","Prerequisite: French 111 or placement.","A",1,"O",20051,"['MWF 1045-1140']","","Research",2005,13
"294",10534,1,477,"['FREN']","Students expand their developing language skills by continuing to listen, speak, read and write on topics familiar to them. They continue their study of social and cultural notions inherent in the daily life of peoples in diverse Francophone communities and learn to think critically and make interdisciplinary connections and informed cross-cultural comparisons. Prerequisite: French 111 or placement.",NA,"",NA,"['Herve Pensec']",100,"['OM 026']","Beginning French II","",112,"False","Prerequisite: French 111 or placement.","B",1,"O",20051,"['MWF 1150-1245PM']","","Research",2005,12
"295",10535,1,479,"['FREN']","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.",NA,"",NA,"['Scott Homler']",200,"['OM 026']","Intermed French I","",231,"False","Prerequisite: French 112 or placement.","A",1,"O",20051,"['MWF 0800-0855']","Intermediate French I","Research",2005,28
"296",10536,1,479,"['FREN']","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.",NA,"",NA,"['M. Clare Mather']",200,"['OM 030']","Intermed French I","",231,"False","Prerequisite: French 112 or placement.","B",1,"O",20051,"['MWF 1045-1140']","Intermediate French I","Research",2005,21
"297",10537,1,479,"['FREN']","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.",NA,"",NA,"['M. Clare Mather']",200,"['OM 026']","Intermed French I","",231,"False","Prerequisite: French 112 or placement.","C",1,"O",20051,"['MWF 1255-0150PM']","Intermediate French I","Research",2005,15
"298",10538,1,480,"['FREN']","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.",NA,"",NA,"['Scott Homler']",200,"['OM 026']","Intermed French II","",232,"False","Prerequisite: French 231 or placement.","A",1,"C",20051,"['MWF 0905-1000']","Intermediate French II","Research",2005,25
"299",10539,1,480,"['FREN']","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.",NA,"",NA,"['Jolene Barjasteh']",200,"['OM 026']","Intermed French II","",232,"False","Prerequisite: French 231 or placement.","B",1,"O",20051,"['MWF 0200-0255PM']","Intermediate French II","Research",2005,23
"300",10540,1,483,"['FREN']","This course provides students with intensive practice in various types of writing in French (e.g., summary, description, narration, letter-writing). Topics and model texts, including a selection of non-literary texts, are chosen by instructor. Taught in French, the course involves discussion, writing and revising and stresses advanced grammar review. Prerequisite: French 232, 233, or equivalent.",NA,"",NA,"['Scott Homler']",200,"['OM 026', 'OM 026']","Writing French","",251,"False","Prerequisite: French 232, 233, or equivalent.","",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,16
"301",10541,1,484,"['FREN']","Students examine a range of themes, events, literary or artistic works or movements against the general backdrop of French political, cultural and social history. Coursework includes the development of critical skills in discussion, writing and library research. Sample topics include ""Love and Marriage in French Literature and Culture"" and ""Occupation and Resistance in the French Collective Memory."" Taught in French. Prerequisite: French 232, 233, or equivalent.",NA,"",NA,"['Herve Pensec']",200,"['OM 026', 'OM 026']","Top: Fr Civilization","",252,"False","Prerequisite: French 232, 233, or equivalent.","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Topics in French Civilization","Topic",2005,9
"302",10542,1,488,"['FREN']","Students explore a particular period or century through examination of selected literary and non-literary works within their socio-historical and cultural contexts. Coursework includes discussion, analysis and interpretation of representative works. Sample topics: 19th-Century French Literature,La Belle Epoque and 20th-Century French Literature. Taught in French. Prerequisite: minimum of one 250-level course (two recommended).",NA,"",NA,"['Jolene Barjasteh']",200,"['OM 026', 'OM 026']","Per Stud: 19th Century","",273,"False","Prerequisite: minimum of one 250-level course (two recommended).","",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","Period Studies","Research",2005,21
"303",10543,1,490,"['FREN']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","","Research",2005,0
"304",10544,1,491,"['FREN']","",NA,"",NA,"['Scott Homler']",200,"","IS/French Cinema","",298,"False","False","",1,"O",20051,"","","Research",2005,1
"305",10545,1,491,"['FREN']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20051,"","","Research",2005,0
"306",10546,1,493,"['FREN']","Students study a particular genre or medium (e.g., novel, play, poetry, short story, film) from a variety of periods and authors, with particular emphasis on form. Coursework includes close reading, discussion, in-depth analysis and interpretation of works. Sample topics: Medieval Romance, The Classical Theater,The Short Story, Autobiography and Modern Quebecois Theater. Taught in French. Prerequisite: minimum of one 270-level course.",NA,"",NA,"['M. Clare Mather']",300,"['OM 026', 'OM 026']","Genre: Quebecois Theat","",373,"False","Prerequisite: minimum of one 270-level course.","",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Genre Studies","Research",2005,10
"307",10547,1,494,"['FREN']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"308",10548,1,496,"['FREN']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","","Research",2005,0
"309",10549,1,498,"['GE']","",NA,"",NA,"['Francisco L. Carrasco']",100,"['RML 420']","First-Year Writing","",111,"False","False","A",1,"O",20051,"['MWF 0905-1000']","","Research",2005,19
"310",10550,1,498,"['GE']","",NA,"",NA,"['Richard Buckstead']",100,"['RML 420']","First-Year Writing","",111,"False","False","B",1,"O",20051,"['MWF 1045-1140']","","Research",2005,16
"311",10552,1,498,"['GE']","",NA,"",NA,"['Diane C. LeBlanc']",100,"['RML 420']","First-Year Writing","",111,"False","False","C",1,"O",20051,"['MWF 1255-0150PM']","","Research",2005,19
"312",10553,1,498,"['GE']","",NA,"",NA,"['Eliot K. Wilson']",100,"['RML 520']","First-Year Writing","",111,"False","False","D",1,"O",20051,"['MWF 1255-0150PM']","","Research",2005,19
"313",10554,1,498,"['GE']","",NA,"",NA,"['Joan Hepburn']",100,"['RML 421', 'RML 421']","First-Year Writing","",111,"False","False","J",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,18
"314",10555,1,498,"['GE']","",NA,"",NA,"['Anantanand Rambachan']",100,"['BMC 102', 'BMC 102']","First-Year Writing","",111,"False","False","F",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,19
"315",10556,1,498,"['GE']","",NA,"",NA,"['Karen Cherewatuk']",100,"['RML 520', 'RML 520']","First-Year Writing","",111,"False","False","G",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,19
"316",10557,1,498,"['GE']","",NA,"",NA,"['Mary Steen']",100,"['RML 515', 'RML 515']","First-Year Writing","",111,"False","False","H",1,"O",20051,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,16
"317",10558,1,498,"['GE']","",NA,"",NA,"['Gary Wicks']",100,"['RML 520', 'RML 520']","First-Year Writing","",111,"False","False","I",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,18
"318",10559,1,498,"['GE']","",NA,"",NA,"['Jon Eric Nelson']",100,"['RML 420', 'RML 420']","First-Year Writing","",111,"False","False","K",1,"O",20051,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,15
"319",10560,1,498,"['GE']","",NA,"",NA,"['Mary V. Winstead']",100,"['RML 577', 'RML 577']","First-Year Writing","",111,"False","False","L",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,16
"320",10561,1,498,"['GE']","",NA,"",NA,"['Carol Holly']",100,"['RML 515', 'RML 515']","First-Year Writing","",111,"False","False","M",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,15
"321",10562,1,498,"['GE']","",NA,"",NA,"['Daniel R. Forstner']",100,"['SH 003', 'SH 003']","First-Year Writing","",111,"False","False","N",1,"O",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,18
"322",10563,1,498,"['GE']","",NA,"",NA,"['James Heynen']",100,"['RML 421', 'RML 421']","First-Year Writing","",111,"False","False","O",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,16
"323",10564,1,498,"['GE']","",NA,"",NA,"['Mary V. Winstead']",100,"['RML 520', 'RML 520']","First-Year Writing","",111,"False","False","P",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,17
"324",10565,1,504,"['GERM']","",NA,"",NA,"['Lavern Rippley']",100,"['OM 002']","Beginning German I","",111,"False","False","A",1,"O",20051,"['MWF 0800-0855']","","Research",2005,19
"325",10566,1,504,"['GERM']","",NA,"",NA,"['Lavern Rippley']",100,"['OM 035']","Beginning German I","",111,"False","False","B",1,"O",20051,"['MWF 0905-1000']","","Research",2005,24
"326",10567,1,505,"['GERM']","Students continue to develop oral language skills through in-class and language lab activities with both audio and video tapes. Regular written assignments aid in the expansion of vocabulary and in the practical application of grammatical concepts. Communicating in German about familiar personal topics, students acquire vocabulary about sports, food, holidays, school, the environment, life in German cities, Austrian and Swiss culture and German reunification. Prerequisite: German 111 or placement by test. Offered Spring Semester.",NA,"",NA,"['Karen R. Achberger']",100,"['OM 035']","Beginning German II","",112,"False","Prerequisite: German 111 or placement by test. Offered Spring Semester.","",1,"O",20051,"['MWF 0800-0855']","","Research",2005,10
"327",10568,1,508,"['GERM']","Students explore life in the German-speaking countries through reading and discussion of narrative texts. The course emphasizes vocabulary building, a thorough review of German grammar and the composition of short narratives to develop writing skills. Taught in German with some grammar explanations in English. Prerequisite: German 112 or placement by test. Offered Fall and Spring semesters.",NA,"",NA,"['Karl Fink']",200,"['OM 021']","Intermed German I","",231,"False","Prerequisite: German 112 or placement by test. Offered Fall and Spring semesters.","A",1,"O",20051,"['MWF 0800-0855']","Intermediate German I","Research",2005,16
"328",10569,1,508,"['GERM']","Students explore life in the German-speaking countries through reading and discussion of narrative texts. The course emphasizes vocabulary building, a thorough review of German grammar and the composition of short narratives to develop writing skills. Taught in German with some grammar explanations in English. Prerequisite: German 112 or placement by test. Offered Fall and Spring semesters.",NA,"",NA,"['Karl Fink']",200,"['OM 002']","Intermed German I","",231,"False","Prerequisite: German 112 or placement by test. Offered Fall and Spring semesters.","B",1,"O",20051,"['MWF 0905-1000']","Intermediate German I","Research",2005,20
"329",10570,1,509,"['GERM']","Students continue to explore life in German-speaking countries, supported by cultural readings and other authentic materials that help students develop vocabulary and inspire them to advance their writing and speaking skills. Taught in German, the course includes a review of selected grammar topics and occasional films. Prerequisite: German 231 or placement by test. GE: FOL-G. Offered Fall and Spring semesters.",NA,"",NA,"['Karen R. Achberger']",200,"['OM 035']","Intermed German II","",232,"False","Prerequisite: German 231 or placement by test. GE: FOL-G. Offered Fall and Spring semesters.","",1,"O",20051,"['MWF 1150-1245PM']","Intermediate German II","Research",2005,22
"330",10571,1,515,"['GERM']","Examines fictional works such as fairy tales, legends and other prose texts, including film, with an eye to understanding how they work. Emphasis on retelling stories in oral and written form and adapting them to different audiences. Analysis of plot, characterization, style and point of view. Review of cases, tenses and word order. Regular group conversations with native speakers. Open to non-majors. Taught in German. Prerequisite: German 232 or equivalent. GE: FOL-G, ALS-L. Offered every Fall Semester.",NA,"",NA,"['Karen R. Achberger']",200,"['OM 035']","Understg Narratives","",251,"False","Prerequisite: German 232 or equivalent. GE: FOL-G, ALS-L. Offered every Fall Semester.","",1,"O",20051,"['MWF 0200-0255PM']","Understanding Narratives","Research",2005,22
"331",10572,1,520,"['GERM']","Examines a major period of German history and its impact on the institutional, intellectual and artistic heritage of Europe. Close reading and analysis of primary sources and critical evaluations of the period. Focus on history as an interpretive reconstruction of the past. Sample periods include: the Reformation, Weimar Classicism, the German revolution of 1848, German modernism and post-holocaust Germany. Taught in German. Prerequisite: one 250-level course (two recommended). May be repeated if topic is different. GE: FOL-G, HWC.",NA,"",NA,"['Lavern Rippley']",200,"['OM 035']","Top: German-Americans","",272,"False","Prerequisite: one 250-level course (two recommended). May be repeated if topic is different. GE: FOL-G, HWC.","",1,"O",20051,"['MTh 0700-0830PM']","Turning Points in German History","Topic",2005,9
"332",10573,1,522,"['GERM']","GE: FOL-G.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"333",10574,1,523,"['GERM']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"334",10575,1,525,"['GERM']","Explores the form, history and theory of a particular genre or medium, including film, the novella, young adult literature, drama, poetry and short story, or the works of a single author. Close reading, discussion, analysis and interpretation of texts. Taught in German. Prerequisite: minimum of one 270-level course (two recommended). May be repeated if topic is different. GE: FOL-G, ALS-L (ALS-A for film).",NA,"",NA,"['Karl Fink']",300,"['OM 011']","Top: Holocaust","",371,"False","Prerequisite: minimum of one 270-level course (two recommended). May be repeated if topic is different. GE: FOL-G, ALS-L (ALS-A for film).","",1,"O",20051,"['MWF 1045-1140']","Topics in Literature","Topic",2005,12
"335",10576,1,529,"['GERM']","GE: FOL-G.",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"336",10577,1,530,"['GERM']","",NA,"",NA,"['Karen R. Achberger']",300,"","IR/Interdiscip Artists","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,1
"337",10578,1,530,"['GERM']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20051,"","Independent Research","Research",2005,0
"338",10579,1,530,"['GERM']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20051,"","Independent Research","Research",2005,0
"339",10580,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Elizabeth C. Galbraith']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","A",1,"C",20051,"['MWF 1150-1245PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,21
"340",10581,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Jeanine Grenberg']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","B",1,"C",20051,"['MWF 1150-1245PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,19
"341",10582,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Anthony J. Rudd']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","C",1,"C",20051,"['MWF 1150-1245PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,19
"342",10583,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Karen Cherewatuk']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","D",1,"C",20051,"['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,19
"343",10584,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Bryn Geffert']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","E",1,"C",20051,"['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,22
"344",10585,1,531,"['GCON']","Students contrast the world views of the ancient Greeks and Hebrews: Greek polytheism and the hero with the Hebrew notion of one God and the believer; Greek notions of civic community and earthly life with the Hebrew ideal of a religious covenant and historical destiny; Greek thoughts about beauty, war, peace, justice, politics, metaphysics, art, architecture and drama with the prophetic stance toward the past and the future. Students read and discuss works by Homer, Sappho, Thucydides, Sophocles, Plato, Aristotle, the writers of the Old Testament and the artistry of the Parthenon.",NA,"",NA,"['Margaret Odell']",100,"['STEENSLAND']","Greeks and Hebrews","",113,"False","False","F",1,"C",20051,"['MWF 1255-0150PM']","The Tradition Beginning: The Greeks and the Hebrews","Research",2005,19
