"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"215",11916,1,416,"['ENGL']","","",NA,"",NA,"['Paul Zorn']",200,"['SC 130']","Science Writing",254,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","","Research",2005,17
"216",11917,1,418,"['ENGL']","This course provides students with the opportunity to gather insights and develop skills in the writing of creative prose, poetry and/or drama. Literary selections are often used as models and discussions of craft set the stage for the workshopping of student writing. Seminar size allows for maximum interaction between the professor-mentor and the student and for one-on-one conferences.","",NA,"",NA,"['James Heynen']",200,"['RML 515', 'RML 515']","Creat Wrtg: Fict/Poet",257,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Creative Writing I","Research",2005,33
"217",11918,1,424,"['ENGL']","Students explore the complex relationships between literature and film. How do we translate the verbal into the visual? What can novels do that films cannot and vice versa? Subject matter includes both classic and contemporary fiction and film.","",NA,"",NA,"['Diana Postlethwaite']",200,"['RML 525', 'RML 525', 'VIKING_THTR']","Literature & Film",275,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050', 'M 0700-1000PM']","Literature and Film","Research",2005,28
"218",11919,1,431,"['ENGL']","Students study individual texts as well as the development of women's literary tradition(s). How do women writers conform to and/or challenge the dominant paradigm for female identity, women's social roles and women's literary practice? Topics may include women's autobiographies, women writers and the land, contemporary women's fiction and major women writers.","",NA,"",NA,"['Carol Holly']",200,"['RML 515']","Women's Literature",286,"False","False","",3,"O",20053,"['MWF 1150-1245PM']","","Research",2005,27
"219",11920,1,432,"['ENGL']","Students explore the works of major authors writing in English from around the globe, as well as their historical, social and geographic contexts.","",NA,"",NA,"['Richard Buckstead']",200,"['RML 515']","Top: Hemingway and Japan",290,"False","False","",3,"O",20053,"['MWF 0200-0255PM']","Authors in English","Topic",2005,21
"220",11921,1,433,"['ENGL']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"221",11922,1,434,"['ENGL']","","",NA,"",NA,"['Joseph L. Mbele']",200,"","IS/Global Literature",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,2
"222",11923,1,436,"['ENGL']","Students explore specific periods in American literature and examine the relationship between literary texts and movements and their particular cultural, political and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues.","",NA,"",NA,"['Richard Buckstead']",300,"['RML 420']","Top: Lit Eras-20s & 30s",340,"False","False","",3,"C",20053,"['MWF 1255-0150PM']","Advanced Studies in Literary Eras: American","Topic",2005,25
"223",11924,1,440,"['ENGL']","","",NA,"",NA,"['Eliot K. Wilson']",300,"['RML 420', 'RML 420']","Advanced Poetry Wrtg",371,"False","False","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,11
"224",11925,1,446,"['ENGL']","Students examine the work of a major British author. Through attention to life experiences, cultural contexts and the impact of history, the course offers students a rounded and complex understanding of a major author's literary achievement. Recent authors have included Chaucer, Milton, George Eliot, Joyce and Woolf. Because such study is intensive and requires background, students should have prior exposure to the author studied. Authors announced the previous spring. May be repeated if topics are different","",NA,"",NA,"['Jonathan Hill']",300,"['RML 420', 'RML 420']","Sem: Dickens",391,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","Major British Authors","Seminar",2005,14
"225",11926,1,448,"['ENGL']","","",NA,"",NA,"['Richard DuRocher']",300,"['RML 420', 'RML 420']","Sem: Milton/Ethics",393,"False","False","",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Seminar",2005,16
"226",11927,1,449,"['ENGL']","","",NA,"",NA,"['Jan C. Hill']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"227",11928,1,451,"['ENGL']","","",NA,"",NA,"['Eliot K. Wilson']",300,"","IR/Poetic Methodology",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"228",11929,1,454,"['ENVST']","Conservation biology focuses on the study of biological diversity. We will examine why we should be concerned about the number and types of species on earth, what factors threaten the survival of species and how we can conserve them. Using principles of ecology and evolution, with input from other disciplines, students gain a better understanding of the impact of humans on biodiversity and the importance of responsible environmental decision-making. Offered annually. Counts toward major and concentration: Environmental Studies.","",NA,"",NA,"['Kathleen L. Shea']",100,"['SC 130', 'SC 130']","Conservation Biology",125,"False","False","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,24
"229",11930,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","",NA,"",NA,"['Rickard J. Pettersson']",100,"['SC 129', 'SC 129']","Intro: Enviro Studies",137,"False","False","A",3,"O",20053,"['T 0800-0925', 'Th 0800-0920']","Introduction to Environmental Studies","Research",2005,19
"230",11931,1,455,"['ENVST']","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","",NA,"",NA,"['Rickard J. Pettersson']",100,"['SC 129', 'SC 129']","Intro: Enviro Studies",137,"False","False","B",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Introduction to Environmental Studies","Research",2005,18
"231",11932,1,457,"['ENVST']","","",NA,"",NA,"['James Farrell']",200,"['OM 035']","Campus Ecology",222,"False","False","",3,"O",20053,"['MWF 1045-1140']","","Research",2005,30
"232",11933,1,459,"['ENVST']","This course analyzes environmental regulation in the United States with respect to its historical evolution, its ability to achieve environmental targets, its efficiency or cost-effectiveness, its distributional impact on jobs, people and industries across the country and its international ramifications. Class meetings include open discussions with individuals from agencies charged with developing and enforcing environmental regulation. Offered annually.","",NA,"",NA,"['Rebecca Judge']",200,"['HH 301', 'HH 301']","Enviro Policy/Regulat",232,"False","False","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Environmental Policy and Regulation","Research",2005,25
"233",11934,1,460,"['ENVST']","This course is an interdisciplinary seminar on climate throughout the earth's history, including recent changes caused by humankind. It examines the climate system in the larger framework of planetary evolution and explores evidence from the geologic record for climates of the past. Using current scientific literature, students investigate causes of climate change and consider scenarios for future climate based on models incorporating alternative global development strategies. Offered annually.","",NA,"",NA,"['Robert Jacobel']",200,"['SC 129', 'SC 129']","Global Climate Change",245,"False","False","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,20
"234",11935,1,462,"['ENVST']","The discussion of wilderness today often focuses on non-human benefits, such as the protection of biodiversity or wildlife habitat. A significant tradition of American thought and literature also emphasizes the benefits of wilderness for human beings, including spirituality, freedom, morality, self-reliance and solitude. This seminar, offered annually, explores the importance of wilderness in American thought and assesses its value for society today.","",NA,"",NA,"['Emily A. Swanson']",200,"['SC 129', 'SC 129']","Saving Wild Places",259,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,25
"235",11936,1,464,"['ENVST']","","",NA,"",NA,"['James Farrell']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,1
"236",11937,1,465,"['ENVST']","","",NA,"",NA,"['Anthony Lott']",200,"","IS/Policy/Institution",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,1
"237",11938,1,466,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"238",11939,1,467,"['ENVST']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,0
"239",11940,1,468,"['ENVST']","A capstone seminar for seniros in the major annd concentration, this course involves intensive sttudy of special topics utilizing student research projects and presentations and relying on the disciplinary expertise gained from their major and courses within the envornmental studies concentration. Often the topic is a local or regional enviornmental issue, providing partcipants with opportunities to interact with government and regulatory agencies and community groups. Prerequisites: Enviornmental Studies 137, senior status, or permission of the environmental studies directof and instructor. Offered Spring Semester.","",NA,"",NA,"['Kathleen L. Shea']",300,"['SC 129']","Sem: Environ Studies",399,"False","Prerequisites: Enviornmental Studies 137, senior status, or permission of the environmental studies directof and instructor. Offered Spring Semester.","",3,"C",20053,"['MW 0100-0300PM']","Seminar in Environmental Studies","Seminar",2005,18
"242",11943,1,477,"['FREN']","Students expand their developing language skills by continuing to listen, speak, read and write on topics familiar to them. They continue their study of social and cultural notions inherent in the daily life of peoples in diverse Francophone communities and learn to think critically and make interdisciplinary connections and informed cross-cultural comparisons. Prerequisite: French 111 or placement.","",NA,"",NA,"['M. Clare Mather']",100,"['OM 026']","Beginning French II",112,"False","Prerequisite: French 111 or placement.","",3,"C",20053,"['MWF 0800-0855']","","Research",2005,18
"243",11944,1,479,"['FREN']","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.","",NA,"",NA,"['M. Clare Mather']",200,"['OM 026']","Intermed French I",231,"False","Prerequisite: French 112 or placement.","",3,"O",20053,"['MWF 1150-1245PM']","Intermediate French I","Research",2005,8
"244",11945,1,480,"['FREN']","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","",NA,"",NA,"['Wendy Allen']",200,"['OM 026']","Intermed French II",232,"False","Prerequisite: French 231 or placement.","A",3,"O",20053,"['MWF 0905-1000']","Intermediate French II","Research",2005,20
"245",11946,1,480,"['FREN']","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","",NA,"",NA,"['Wendy Allen']",200,"['OM 026']","Intermed French II",232,"False","Prerequisite: French 231 or placement.","B",3,"O",20053,"['MWF 1045-1140']","Intermediate French II","Research",2005,17
"246",11947,1,480,"['FREN']","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","",NA,"",NA,"['Scott Homler']",200,"['OM 026']","Intermed French II",232,"False","Prerequisite: French 231 or placement.","C",3,"O",20053,"['MWF 1255-0150PM']","Intermediate French II","Research",2005,22
"247",11948,1,485,"['FREN']","Students read a variety of French literary texts, selected by the instructor. Taught in French, the course focuses on aspects of literary analysis, terminology, methodology and literary history. Students develop critical skills through discussion and analytical writing. Prerequisite: French 232 or 233, or equivalent.","",NA,"",NA,"['Scott Homler']",200,"['OM 026', 'OM 026']","Intro Literary Analy",253,"False","Prerequisite: French 232 or 233, or equivalent.","",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","Introduction to Literary Analysis","Research",2005,18
"248",11949,1,487,"['FREN']","Students are introduced to contemporary French political, economic and social institutions and/or issues through close textual analysis of articles from the contemporary French press and other media (e.g., the World Wide Web, cinema). Students read, analyze, discuss and write in French on a wide variety of non-literary topics selected by the instructor. Taught in French. Prerequisite: minimum of one 250-level course (two recommended).","",NA,"",NA,"['Wendy Allen']",200,"['OM 026', 'OM 026']","Contemporary France",272,"False","Prerequisite: minimum of one 250-level course (two recommended).","",3,"O",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,11
"249",11950,1,490,"['FREN']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","","Research",2005,0
"250",11951,1,491,"['FREN']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","","Research",2005,0
"251",11952,1,492,"['FREN']","","",NA,"",NA,"['Jolene Barjasteh']",300,"['OM 026', 'OM 026']","Top: Dream and Madness",372,"False","False","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Topic",2005,13
"252",11953,1,494,"['FREN']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"253",11954,1,496,"['FREN']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","","Research",2005,0
"254",11955,1,498,"['GE']","","",NA,"",NA,"['Joseph L. Mbele']",100,"['RML 420']","First-Year Writing",111,"False","False","A",3,"C",20053,"['MWF 0905-1000']","","Research",2005,20
"255",11956,1,498,"['GE']","","",NA,"",NA,"['Richard Buckstead']",100,"['RML 520']","First-Year Writing",111,"False","False","B",3,"C",20053,"['MWF 1045-1140']","","Research",2005,19
"256",11957,1,498,"['GE']","","",NA,"",NA,"['Kathy C. Thomforde']",100,"['OM 035']","First-Year Writing",111,"False","False","C",3,"C",20053,"['MWF 1255-0150PM']","","Research",2005,19
"257",11958,1,498,"['GE']","","",NA,"",NA,"['Jonathan Hill']",100,"['RML 520']","First-Year Writing",111,"False","False","D",3,"C",20053,"['MWF 0200-0255PM']","","Research",2005,20
"258",11959,1,498,"['GE']","","",NA,"",NA,"['Colin Wells']",100,"['RML 420']","First-Year Writing",111,"False","False","E",3,"C",20053,"['MWF 0200-0255PM']","","Research",2005,20
"259",11960,1,498,"['GE']","","",NA,"",NA,"['Richard DuRocher']",100,"['RML 515', 'RML 515']","First-Year Writing",111,"False","False","F",3,"C",20053,"['T 0800-0925', 'Th 0800-0920']","","Research",2005,18
"260",11961,1,498,"['GE']","","",NA,"",NA,"['Barbara J. Evans']",100,"['TB 216', 'TB 216']","First-Year Writing",111,"False","False","G",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,19
"261",11962,1,498,"['GE']","","",NA,"",NA,"['Lavern Rippley']",100,"['OM 030', 'OM 030']","First-Year Writing",111,"False","False","H",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,20
"262",11963,1,498,"['GE']","","",NA,"",NA,"['James Heynen']",100,"['RML 421', 'RML 421']","First-Year Writing",111,"False","False","I",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,20
"263",11964,1,498,"['GE']","","",NA,"",NA,"['Jan C. Hill']",100,"['RML 520', 'RML 520']","First-Year Writing",111,"False","False","J",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,20
"264",11965,1,498,"['GE']","","",NA,"",NA,"['Francisco L. Carrasco']",100,"['OM 004', 'OM 004']","First-Year Writing",111,"False","False","K",3,"O",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,19
"265",11966,1,498,"['GE']","","",NA,"",NA,"['Mary V. Winstead']",100,"['TB 227', 'TB 227']","First-Year Writing",111,"False","False","L",3,"C",20053,"['T 1145-0110PM', 'Th 1245-0205PM']","","Research",2005,20
"266",11967,1,498,"['GE']","","",NA,"",NA,"['Mary V. Winstead']",100,"['TB 227', 'TB 227']","First-Year Writing",111,"False","False","M",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,19
"267",11968,1,498,"['GE']","","",NA,"",NA,"['Susan Bauer']",100,"['TB 216', 'TB 216']","First-Year Writing",111,"False","False","N",3,"C",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,20
"268",11970,1,505,"['GERM']","Students continue to develop oral language skills through in-class and language lab activities with both audio and video tapes. Regular written assignments aid in the expansion of vocabulary and in the practical application of grammatical concepts. Communicating in German about familiar personal topics, students acquire vocabulary about sports, food, holidays, school, the environment, life in German cities, Austrian and Swiss culture and German reunification. Prerequisite: German 111 or placement by test. Offered Spring Semester.","",NA,"",NA,"['Karl Fink']",100,"['OM 002']","Beginning German II",112,"False","Prerequisite: German 111 or placement by test. Offered Spring Semester.","A",3,"O",20053,"['MWF 0800-0855']","","Research",2005,16
"269",11972,1,509,"['GERM']","Students continue to explore life in German-speaking countries, supported by cultural readings and other authentic materials that help students develop vocabulary and inspire them to advance their writing and speaking skills. Taught in German, the course includes a review of selected grammar topics and occasional films. Prerequisite: German 231 or placement by test. GE: FOL-G. Offered Fall and Spring semesters.","",NA,"",NA,"['Karen R. Achberger']",200,"['OM 035']","Intermed German II",232,"False","Prerequisite: German 231 or placement by test. GE: FOL-G. Offered Fall and Spring semesters.","",3,"O",20053,"['MWF 0800-0855']","Intermediate German II","Research",2005,24
"270",11975,1,521,"['GERM']","concentration.","",NA,"",NA,"['Karen R. Achberger']",200,"['OM 035']","Top: Nazi Past in Film",273,"False","False","",3,"O",20053,"['MWF 0200-0255PM']","German Media","Topic",2005,8
"271",11976,1,522,"['GERM']","GE: FOL-G.","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"272",11977,1,523,"['GERM']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"273",11979,1,529,"['GERM']","GE: FOL-G.","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","Internship","Research",2005,0
"274",11980,1,530,"['GERM']","","",NA,"",NA,"['Lavern Rippley']",300,"","IR/Wirtschafts Deutsch",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,1
"275",11981,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Elizabeth C. Galbraith']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","A",3,"O",20053,"['MWF 1150-1245PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,18
"276",11982,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Jeanine Grenberg']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","B",3,"C",20053,"['MWF 1150-1245PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,20
"277",11983,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Anthony J. Rudd']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","C",3,"C",20053,"['MWF 1150-1245PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,20
"278",11984,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Karen Cherewatuk']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","D",3,"C",20053,"['MWF 1255-0150PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,19
"279",11985,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Bryn Geffert']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","E",3,"O",20053,"['MWF 1255-0150PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,17
"280",11986,1,533,"['GCON']","This course pursues the expansion of Christianity throughout the Roman world and the synthesis of the Judeo-Christian and the Greco-Roman in the early Middle Ages. Students consider the development of a unified world view as expressed in religious devotions, philosophy, literature, and art and in monasticism and feudalism in Church and Empire. Students discuss works by Augustine, Benedict, Hildegard of Bingen, Aquinas, Dante, Chaucer and Christine de Pisan, medieval drama and the artistry of Chartres Cathedral.","",NA,"",NA,"['Margaret Odell']",100,"['STEENSLAND']","Medieval Synthesis",116,"False","False","F",3,"C",20053,"['MWF 1255-0150PM']","The Tradition Redefined: The Medieval Synthesis","Research",2005,14
"281",11987,1,535,"['GCON']","Revolutionary changes occurred in economics, politics, philosophy, aesthetics and women's roles at the beginning of the 19th century. Students consider the development of modern social and natural sciences and examine various attempts to restate the Western tradition in the face of continuing intellectual and social transformations. Students discuss Darwin, Marx, Freud, Nietzsche, Dostoyevsky, Woolf and King and the artistry of Beethoven, Ibsen, David and Picasso.","",NA,"",NA,"['Jolene Barjasteh']",200,"['STEENSLAND']","Dissenters/Defenders",218,"False","False","A",3,"C",20053,"['MWF 1045-1140']","The Tradition in Crisis: Dissenters and Defenders","Research",2005,20
"282",11988,1,535,"['GCON']","Revolutionary changes occurred in economics, politics, philosophy, aesthetics and women's roles at the beginning of the 19th century. Students consider the development of modern social and natural sciences and examine various attempts to restate the Western tradition in the face of continuing intellectual and social transformations. Students discuss Darwin, Marx, Freud, Nietzsche, Dostoyevsky, Woolf and King and the artistry of Beethoven, Ibsen, David and Picasso.","",NA,"",NA,"['Diana Postlethwaite']",200,"['STEENSLAND']","Dissenters/Defenders",218,"False","False","B",3,"C",20053,"['MWF 1045-1140']","The Tradition in Crisis: Dissenters and Defenders","Research",2005,21
"283",11989,1,535,"['GCON']","Revolutionary changes occurred in economics, politics, philosophy, aesthetics and women's roles at the beginning of the 19th century. Students consider the development of modern social and natural sciences and examine various attempts to restate the Western tradition in the face of continuing intellectual and social transformations. Students discuss Darwin, Marx, Freud, Nietzsche, Dostoyevsky, Woolf and King and the artistry of Beethoven, Ibsen, David and Picasso.","",NA,"",NA,"['Edmund Santurri']",200,"['STEENSLAND']","Dissenters/Defenders",218,"False","False","C",3,"O",20053,"['MWF 1045-1140']","The Tradition in Crisis: Dissenters and Defenders","Research",2005,18
"284",11990,1,535,"['GCON']","Revolutionary changes occurred in economics, politics, philosophy, aesthetics and women's roles at the beginning of the 19th century. Students consider the development of modern social and natural sciences and examine various attempts to restate the Western tradition in the face of continuing intellectual and social transformations. Students discuss Darwin, Marx, Freud, Nietzsche, Dostoyevsky, Woolf and King and the artistry of Beethoven, Ibsen, David and Picasso.","",NA,"",NA,"['J. L. Carrington']",200,"['HH 514']","Dissenters/Defenders",218,"False","False","D",3,"C",20053,"['MWF 1045-1140']","The Tradition in Crisis: Dissenters and Defenders","Research",2005,21
"285",11992,1,538,"['GCON']","This course examines ethical issues from perspectives that are contemporary expressions of or reactions to classic normative traditions covered in the two-year sequence of the Great Conversation program. Included among these perspectives will be one or more contemporary representatives of the Christian theological tradition. Among the possible ethical issues considered are political morality, sexuality, gender, matters of life and death (war, euthanasia, abortion), economic justice and environmental responsibility. Prerequisite: completion of Great Conversation 218 or permission of instructor required.","",NA,"",NA,"['Douglas Schuurman']",300,"['BMC 109', 'BMC 109']","Ethical Issues/Gr Con",310,"False","Prerequisite: completion of Great Conversation 218 or permission of instructor required.","",3,"O",20053,"['T 0120-0245PM', 'Th 0215-0335PM']","Ethical Issues and Normative Perspectives: The Great Conv. Continued","Research",2005,8
"286",11993,1,540,"['GREEK']","In this two-course sequence students learn the basics of ancient Greek. By studying the language's vocabulary, grammar and syntax, they not only gain appreciation for its intricacies and nuances but also learn more about their own language and about language in general. Completion of both semesters equips students to translate almost any ancient Greek text with the aid of a dictionary. Prerequisite: Greek 111 or equivalent. Offered annually.","",NA,"",NA,"['Christopher M. Brunelle']",100,"['OM 030']","Beginning Greek II",112,"False","Prerequisite: Greek 111 or equivalent. Offered annually.","",3,"O",20053,"['MWF 0800-0855']","","Research",2005,14
"287",11994,1,542,"['GREEK']","The New Testament is the most famous and most widely translated Greek text from antiquity. Students delight in reading one or more of the Gospels, the Acts of the Apostles or selected Pauline letters in the original language. Questions about the transmission of the text and about its theological implications provoke lively discussions. Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered annually.","",NA,"",NA,"['Steve T. Reece']",200,"['OM 001']","New Testament Greek",253,"False","Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered annually.","",3,"O",20053,"['MWF 0200-0255PM']","","Research",2005,12
"288",11995,1,543,"['GREEK']","","",NA,"",NA,"['Staff']",200,"","Academic Internship",294,"True","False","",3,"O",20053,"","","Research",2005,0
"289",11996,1,544,"['GREEK']","","",NA,"",NA,"['Staff']",200,"","IS/",298,"False","False","",3,"O",20053,"","Independent Study","Research",2005,0
"290",11997,1,549,"['GREEK']","The primary texts for this course are Homer's Iliad and Odyssey, the earliest recorded literature of Western civilization. Besides translating lengthy passages from one or both of these remarkable poems, students probe the characteristics of epic poetry and investigate current topics in Homeric scholarship. Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.","",NA,"",NA,"['Steve T. Reece']",300,"['OM 003', 'OM 003']","Homer & Greek Epic",375,"False","Prerequisite: Greek 231 or equivalent. GE: FOL-K. Offered in alternate years.","",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","Homer and the Greek Epic","Research",2005,11
"291",11998,1,550,"['GREEK']","","",NA,"",NA,"['Staff']",300,"","Academic Internship",394,"True","False","",3,"O",20053,"","","Research",2005,0
"292",11999,1,551,"['GREEK']","","",NA,"",NA,"['Staff']",300,"","IR/",398,"False","False","",3,"O",20053,"","Independent Research","Research",2005,0
"293",12000,1,553,"['HIST']","","",NA,"",NA,"['Todd W. Nichol']",100,"['OM 011', 'OM 011']","Viking/Medieval Scand",111,"False","False","A",3,"C",20053,"['T 0935-1100', 'Th 0930-1050']","","Research",2005,19
"294",12002,1,570,"['HIST']","","",NA,"",NA,"['Judy Kutulas']",100,"['HH 301']","America Since WW II",182,"False","False","",3,"C",20053,"['MWF 0905-1000']","","Research",2005,19
"295",12003,1,571,"['HIST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",100,"['HH 515']","Cynicism/Hope Mod Am",183,"False","False","",3,"C",20053,"['MWF 1045-1140']","","Research",2005,20
"296",12004,1,574,"['HIST']","This course surveys European history and culture since the Reformation. Topics include the impact of Protestantism, the development of nation states, the Enlightenment, revolutionary ideas and experiences, the Napoleonic era, imperialism, mass political movements and global warfare. Through original texts, historical studies, and literature, students explore relations among religions, states and societies and understandings of liberty and reason, natural environments, family life and gender roles. Offered most years.","",NA,"",NA,"['Anna Kuxhausen']",100,"['HH 301']","Eur/Reform/Modern",191,"False","False","",3,"O",20053,"['MWF 0200-0255PM']","Europe from the Reformation to Modern Times","Research",2005,22
